S1488_Actual,S1488_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1132_Actual,S1132_Simulated
0.0,0.0,2.302585092994046,2.2687233996133904,4.820281565605037,4.825078649361648,2.9444389791664403,2.9444341546082744
0.0,0.0,2.302585092994046,2.311843574295283,4.820281565605037,4.837506350192252,2.9444389791664403,2.9444368864165895
0.0,0.0,2.302585092994046,2.271640007621942,4.820281565605037,4.834134444800457,2.9444389791664403,2.9444311494987656
0.0,0.0,2.302585092994046,2.331462571340495,4.820281565605037,4.805486649586932,2.9444389791664403,2.94443306148783
0.0,0.0,2.302585092994046,2.2051227544296075,4.820281565605037,4.827817034535183,2.9444389791664403,2.9444325637894164
0.0,0.0,2.302585092994046,2.290168366792782,4.825108606353353,4.818374768219345,2.9444389791664403,2.9444376125846734
0.0,0.0,2.302585092994046,2.293451380017658,4.829912458665998,4.834569367948149,2.9444389791664403,2.9444329115321417
0.0,0.0,2.302585092994046,2.388267820728454,4.8346933442663405,4.833558309829636,2.9444389791664403,2.9444385984106916
0.0,0.0,2.302585092994046,2.257556807115343,4.839451481712757,4.823212530102919,2.9444389791664403,2.9444343719135997
0.0,0.0,2.302585092994046,2.218556672094117,4.844187086458591,4.8281336711393115,2.9444389791664403,2.9444340820386863
0.0,0.0,2.302585092994046,2.2787068258271987,4.845498562056402,4.838762201502113,2.9444389791664403,2.944436630970077
0.0,0.0,2.302585092994046,2.2630554040505664,4.846808319938465,4.836243393465464,2.9444389791664403,2.9444353829093513
0.0,0.0,2.302585092994046,2.2832404133237723,4.848116364598481,4.804492397964474,2.9444389791664403,2.9444345858795584
0.0,0.0,2.302585092994046,2.2751556331708103,4.8494227005125365,4.834068279009188,2.9444389791664403,2.944435406242569
0.0,0.0,2.302585092994046,2.2933352856327573,4.850727332139201,4.843526137333311,2.9444389791664403,2.944429681969764
0.0,0.0,2.302585092994046,2.3158716175017773,4.852030263919617,4.874561318136826,2.9444389791664403,2.9444354180744696
0.0,0.0,2.302585092994046,2.2939765645536494,4.853331500277589,4.794177194691085,2.9444389791664403,2.9444349048086127
0.0,0.0,2.302585092994046,2.270597675203498,4.854631045619675,4.810935736921538,2.9444389791664403,2.9444314266527107
0.0,0.0,2.302585092994046,2.2090816436690726,4.855928904335275,4.8115787251765205,2.9444389791664403,2.9444382205289727
0.0,0.0,2.302585092994046,2.273579951126818,4.857225080796721,4.843949397659809,2.9444389791664403,2.944433811293297
0.0,0.0,2.302585092994046,2.337817884994912,4.858519579359367,4.827624355883119,2.9444389791664403,2.9444340374232043
0.0,0.0,2.302585092994046,2.2384955412335503,4.859812404361672,4.793701803517635,2.9444389791664403,2.944436855517979
0.0,0.0,2.302585092994046,2.2943608134788644,4.90527477843843,4.806394495993199,2.9444389791664403,2.944431304885901
0.0,0.0,2.302585092994046,2.293237422356067,4.948759890378168,4.8327241465449005,2.9444389791664403,2.9444332613906457
