S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1155_Actual,S1155_Simulated
5.583496308781699,5.905965091877481,5.147494476813453,5.406354149356674,5.1647859739235145,5.623524564790877,5.953243334287785,6.198847681621536,1.9459101490553132,2.218394196647229,6.040254711277414,5.778379256897303,3.8918202981106265,3.9342304055250064
5.575949103146316,5.747633801779121,5.159055299214529,5.900822077099471,5.170483995038151,5.898189341608107,5.948034989180646,6.433727728819374,1.9459101490553132,2.661906004611799,6.059123195581797,5.938610405373724,3.828641396489095,3.6771295239628765
5.572154032177765,6.068937283277135,5.170483995038151,4.91348958054625,5.176149732573829,5.348025251425578,5.953243334287785,6.528676078732554,1.9459101490553132,3.1997723411024364,6.0844994130751715,5.612233580437885,3.828641396489095,3.5630725868861832
5.796057750765372,5.882543484259244,5.768320995793772,5.698441197398213,5.817111159963204,4.899787853823108,6.313548046277095,5.944589357215371,1.9459101490553132,2.5060158687029417,6.293419278846481,5.675696275846863,4.1588830833596715,3.5543575955297744
5.796057750765372,5.921479898770607,5.720311776607412,4.733370376718819,5.814130531825066,5.261038911883415,6.274762021241939,6.255572403527584,1.9459101490553132,2.2303602698607805,5.700443573390687,6.846708748468645,4.1588830833596715,3.9026378020388743
5.84354441703136,5.941090846696457,5.726847747587197,4.674196066963166,5.814130531825066,5.908104992476097,6.272877006546167,6.819043772522153,1.9459101490553132,2.489166535703803,5.707110264748875,5.153699848732103,4.1588830833596715,4.014638920933484
5.8377304471659395,6.1695178327575535,5.726847747587197,5.523325564064914,5.814130531825066,6.3776783669223285,6.269096283706261,6.411344959255387,1.9459101490553132,2.358815070956946,5.697093486505405,4.901134823198467,4.174387269895637,3.687438315347837
5.834810737062605,6.498506055284285,5.739792912179234,5.064435426160222,5.817111159963204,5.895366339241562,6.285998094508865,6.263074806561698,1.9459101490553132,1.6200966023351318,5.697093486505405,6.162785236525226,4.189654742026425,3.8748771374451794
5.834810737062605,5.031068475815744,5.7430031878094825,4.936673256234144,5.817111159963204,5.04318640139171,6.306275286948016,6.046739499035747,1.9459101490553132,1.4263781772320052,5.723585101952381,5.836718309576881,4.189654742026425,3.7569458874000254
5.8377304471659395,6.304096811760576,5.723585101952381,5.059807499900442,5.820082930352362,5.348568321126606,6.333279628139691,6.601154857005704,1.9459101490553132,1.7976916222916883,5.703782474656201,6.281005902078683,4.248495242049359,4.27322681734428
5.8377304471659395,6.016246195169076,5.723585101952381,5.054069769732513,5.820082930352362,5.958205385711855,6.335054251498059,5.911433971428231,1.9459101490553132,1.2808917232064418,5.713732805509369,6.357159099765585,4.248495242049359,3.973977985389765
5.840641657373398,5.84604782919425,5.726847747587197,6.078887238055228,5.820082930352362,6.2850874671051615,6.327936783729195,6.360050270862375,1.9459101490553132,1.7879388815593837,5.703782474656201,5.338130385964469,4.248495242049359,3.9519216371702366
5.840641657373398,6.043081913079042,5.726847747587197,4.866827130146381,5.823045895483019,5.393133886996515,6.327936783729195,6.579742091103604,1.9459101490553132,2.3523641135349833,5.717027701406222,5.3978878440478395,4.248495242049359,3.6711691534039606
5.786897381366708,6.271204080022379,5.717027701406222,5.489958857758404,5.814130531825066,5.360421002368269,6.311734809152915,6.114129324660361,1.9459101490553132,1.0377369381335446,5.700443573390687,6.5117059521819725,4.248495242049359,3.28847410006663
5.783825182329737,5.964907731747198,5.720311776607412,4.789418656806581,5.811140992976701,5.5292731725221484,6.302618975744905,5.523655866918043,1.9459101490553132,2.310854114187336,5.69035945432406,6.393472724859361,4.248495242049359,3.6856876443451014
5.7745515455444085,6.248813796482834,5.720311776607412,4.918493713584759,5.811140992976701,5.782819638118675,6.313548046277095,5.966197288778975,1.9459101490553132,3.249710341731192,5.680172609017068,5.268806991827249,4.2626798770413155,3.6551765151171005
5.755742213586912,6.103675753042905,5.720311776607412,4.804376383315084,5.811140992976701,5.316750420251616,6.3080984415095305,6.772927220648425,1.791759469228055,1.8289428999621984,5.631211781821365,4.66999876822614,4.23410650459726,3.195166846532152
5.765191102784844,5.454201859636851,5.726847747587197,6.101269451275048,5.811140992976701,5.589598128270165,6.298949246855942,6.572696551479896,1.791759469228055,2.678066726447133,5.634789603169249,5.584687968617636,4.23410650459726,3.397431837636585
5.765191102784844,6.49639649927008,5.733341276897746,6.048424524208604,5.811140992976701,5.867400652163472,6.298949246855942,6.646791052436872,1.791759469228055,2.7423148473123993,5.66988092298052,5.390860819364659,4.23410650459726,4.0547414826076595
5.75890177387728,5.782750238272984,5.703782474656201,5.076703115495295,5.808142489980444,6.288550035512977,6.278521424165844,6.3292710346566246,1.791759469228055,3.7301760211613573,5.6131281063880705,6.01747692605602,4.23410650459726,4.167313919902379
5.7745515455444085,4.948705609205153,5.717027701406222,4.876878546290682,5.808142489980444,5.556637239654285,6.278521424165844,6.809378096411257,1.791759469228055,1.6710112111589095,5.616771097666572,5.141639024451984,4.23410650459726,3.977940631589431
5.765191102784844,6.469274608580824,5.71042701737487,5.72149071674478,5.808142489980444,5.510691537329774,6.2878585601617845,6.854162655400322,1.791759469228055,2.540112296949674,5.616771097666572,5.345124281756334,4.23410650459726,4.261125171767296
5.777652323222656,6.267078015504172,5.707110264748875,5.784724036983802,5.755742213586912,5.222946191750583,6.3080984415095305,6.7186385422908215,1.791759469228055,1.4313683059622375,5.66988092298052,5.992035806083979,4.23410650459726,4.200044386006185
5.777652323222656,5.380954042517614,5.707110264748875,5.752924372249177,5.755742213586912,5.819298310894568,6.3080984415095305,5.638211823925848,1.791759469228055,3.4084990897020955,5.66988092298052,5.583628395648994,4.23410650459726,3.768710478124337
