S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1155_Actual,S1155_Simulated
5.583496308781699,5.905965091877481,5.147494476813453,5.406354149356674,5.1647859739235145,5.623524564790877,5.953243334287785,6.198847681621536,1.9459101490553132,2.218394196647229,6.040254711277414,5.778379256897303,3.8918202981106265,3.9342304055250064
5.575949103146316,5.691624581093104,5.159055299214529,4.792256777572382,5.170483995038151,5.656587961536806,5.948034989180646,6.041569770802746,1.9459101490553132,3.447880365552359,6.059123195581797,5.448628580232068,3.828641396489095,4.505746373516582
5.572154032177765,5.706186108963148,5.170483995038151,5.263888172668138,5.176149732573829,5.76304656131274,5.953243334287785,5.8490785150050755,1.9459101490553132,1.2911422917324895,6.0844994130751715,5.458955195341182,3.828641396489095,3.8098683633309944
5.796057750765372,6.343898840335855,5.768320995793772,4.97263864718442,5.817111159963204,5.5496012628228435,6.313548046277095,7.276201205461587,1.9459101490553132,0.8664184891787938,6.293419278846481,5.267063557806853,4.1588830833596715,4.009700728604624
5.796057750765372,6.32511172294607,5.720311776607412,6.180407528994738,5.814130531825066,6.08181607329943,6.274762021241939,6.377958780562923,1.9459101490553132,3.261119219728016,5.700443573390687,6.029249803916841,4.1588830833596715,3.421354610986808
5.84354441703136,5.311539282374062,5.726847747587197,4.633234587856492,5.814130531825066,5.38961267248124,6.272877006546167,5.9356940690748905,1.9459101490553132,0.1610016925226816,5.707110264748875,5.640950973192449,4.1588830833596715,4.1225983598586335
5.8377304471659395,6.277498647440791,5.726847747587197,5.987363320367534,5.814130531825066,5.768668925163266,6.269096283706261,6.181901661839095,1.9459101490553132,1.764885176530528,5.697093486505405,5.5108759677186345,4.174387269895637,4.572395407508179
5.834810737062605,5.920280966595066,5.739792912179234,5.878106441901228,5.817111159963204,5.650440526724472,6.285998094508865,6.639678071315586,1.9459101490553132,1.5605693923687043,5.697093486505405,5.777508566677872,4.189654742026425,4.262683288313484
5.834810737062605,5.642925581209227,5.7430031878094825,6.2016256351572165,5.817111159963204,5.617478843679343,6.306275286948016,5.599296567313812,1.9459101490553132,1.2416871952261317,5.723585101952381,5.113975915278744,4.189654742026425,4.029028503587
5.8377304471659395,6.462188994820589,5.723585101952381,5.825888156670614,5.820082930352362,5.293494904693686,6.333279628139691,6.087010150456322,1.9459101490553132,2.793248392839397,5.703782474656201,5.62920685180625,4.248495242049359,4.230531188206593
5.8377304471659395,5.302662667153943,5.723585101952381,4.881581483259727,5.820082930352362,4.957007732596725,6.335054251498059,5.626686837734124,1.9459101490553132,2.8144054806926424,5.713732805509369,6.4821851216693185,4.248495242049359,4.0972143155518985
5.840641657373398,6.1918435736214645,5.726847747587197,5.085281906804948,5.820082930352362,6.368201878558561,6.327936783729195,6.4033417188432855,1.9459101490553132,0.5043998026785308,5.703782474656201,5.598033018931586,4.248495242049359,3.1490724492194873
5.840641657373398,5.502985445007004,5.726847747587197,5.021114809107587,5.823045895483019,5.685039792034421,6.327936783729195,6.720898658517313,1.9459101490553132,1.9641556888351257,5.717027701406222,5.647509184743315,4.248495242049359,4.1914824707202785
5.786897381366708,6.075768915930261,5.717027701406222,5.99166209321455,5.814130531825066,5.791378712932488,6.311734809152915,6.560043398228543,1.9459101490553132,3.438335225909933,5.700443573390687,4.718592053391897,4.248495242049359,4.120252644312429
5.783825182329737,6.454933224489732,5.720311776607412,4.8826997164906185,5.811140992976701,5.3610139259773,6.302618975744905,5.610431803558237,1.9459101490553132,1.1082064348289256,5.69035945432406,5.7843964942654695,4.248495242049359,4.412834515167442
5.7745515455444085,6.296679895637586,5.720311776607412,5.25562403947703,5.811140992976701,5.797382634486733,6.313548046277095,7.008922073386502,1.9459101490553132,3.7251696109153367,5.680172609017068,5.540578699147338,4.2626798770413155,3.945159736544012
5.755742213586912,5.892517825056674,5.720311776607412,5.8415621589722795,5.811140992976701,5.105800046221033,6.3080984415095305,4.821387337561472,1.791759469228055,1.656274629878237,5.631211781821365,5.50513764024929,4.23410650459726,3.2777295352460634
5.765191102784844,5.841183368998575,5.726847747587197,5.300386686834072,5.811140992976701,5.143424050044602,6.298949246855942,5.923642499971155,1.791759469228055,3.014852645819186,5.634789603169249,6.121522485897571,4.23410650459726,4.03412816506289
5.765191102784844,6.582362650121736,5.733341276897746,5.628930023608048,5.811140992976701,5.289622101924592,6.298949246855942,6.125623166858835,1.791759469228055,1.682855384918416,5.66988092298052,5.388649507859959,4.23410650459726,3.898559877915326
5.75890177387728,5.768783308171162,5.703782474656201,5.2254684986491595,5.808142489980444,5.487608720743202,6.278521424165844,6.295611136456729,1.791759469228055,3.315789204502364,5.6131281063880705,6.330735782996707,4.23410650459726,4.422142196677947
5.7745515455444085,6.429314850091811,5.717027701406222,5.298777506617536,5.808142489980444,6.034560236892197,6.278521424165844,6.518620915734997,1.791759469228055,0.5128896524394835,5.616771097666572,5.763242358863678,4.23410650459726,4.448943194980539
