S1213_Actual,S1213_Simulated,S00122_Actual,S00122_Simulated,S1488_Actual,S1488_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated
0.1869835698997661,0.572270938245504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09785579000375867,0.33569482713364235,0.0,0.0,0.0,0.0,0.09785579000375867,0.33569482713364235,0.0,0.0
0.17135825199668528,0.9458650036234215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08934510033585,0.17758602348204724,0.0,0.0,0.0,2.564709187244937e-06,0.08934510033585,0.42297268869979604,0.0,0.0
0.15548490284039515,0.34304513678183557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08076135664445859,0.0,0.0,0.0,0.0,0.0,0.08076135664445859,0.4399872264441824,0.0,0.0
0.13935552091051145,0.9788533264542556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07210329390134397,0.5438016357588359,0.0,0.0,0.0,0.0,0.07210329390134397,0.33087005750290777,0.0,0.0
0.1229617111348351,0.11906698402538202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06336961393258933,0.0,0.0,0.0,0.0,0.0,0.06336961393258933,0.40201563319327177,0.0,0.0
0.10629465864962341,0.606844218810359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.126758034347e-07,0.0545589842504345,0.19503750988028795,0.0,2.0505973131371103e-07,0.0,0.0,0.0545589842504345,0.4119171008825408,0.0,0.0
0.08934510033585008,0.7792827849318089,0.0,1.534760417786077e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.04567003683318844,0.4023260918169659,0.0,0.0,0.0,0.0,0.04567003683318844,0.47678631222130513,0.0,0.0
0.07210329390134407,0.6480595822849226,0.0,0.0,0.0,0.0,0.0,1.0996338337183244e-06,0.0,0.0,0.036701366850428,0.2823317979221121,0.0,0.0,0.0,0.0,0.036701366850428,0.23532891315850982,0.0,0.0
0.0545589842504346,0.34350890758415864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027651531330510157,0.3579427168528834,0.0,0.0,0.0,0.0,0.027651531330510157,0.40280893185283595,0.0,0.0
0.0367013668504281,0.382300500592923,0.0,0.0,0.0,0.0,0.0,1.907009230203489e-07,0.0,0.0,0.018519047767237597,0.11911739245489125,0.0,0.0,0.0,0.0,0.018519047767237597,0.21994498144913957,0.0,0.0
0.018519047767237697,0.5860918711852436,0.0,2.0352193580342868e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.009302392662313554,0.09590622333491491,0.0,0.0,0.0,0.0,0.009302392662313554,0.24144035161238092,0.0,0.0
0.0,0.4474345624568921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1593029478861277,0.0,0.0,0.0,0.0,0.0,0.23721707515830157,0.0,0.0
