RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,S00108_Actual,S00108_Simulated
4.454347296253507,5.112958552709485,2.70805020110221,2.842322744116647,4.31748811353631,3.9462715619334965,1.3862943611198906,1.0310430254238616
4.454347296253507,5.922382178061624,2.70805020110221,3.374272723753988,4.31748811353631,4.5789637518431805,1.3862943611198906,2.165816586374472
4.454347296253507,4.875917118059009,2.70805020110221,2.7014998417718403,4.330733340286331,3.7070033212013267,1.3862943611198906,1.9200462095421087
4.51085950651685,5.927298046852592,2.70805020110221,3.1848159933127462,4.709530201312334,3.0911603960686724,1.3862943611198906,1.5498606200639036
4.672828834461906,5.431287059580451,2.70805020110221,4.527954799853978,4.736198448394496,3.4941334230158207,1.3862943611198906,2.3091640251713494
4.672828834461906,5.116822562996626,2.70805020110221,1.5754886977533553,4.74493212836325,6.11426254083414,1.3862943611198906,0.9388706360896005
4.6913478822291435,3.420913545662451,2.70805020110221,2.313109683923489,4.574710978503383,4.069683129300496,1.3862943611198906,1.167341400417366
4.955827057601261,5.24001575918637,2.70805020110221,3.6699622352117336,3.970291913552122,4.466199158209657,1.3862943611198906,1.5083138289788052
4.969813299576001,6.1036741768383065,2.70805020110221,2.1171059676827495,4.143134726391533,3.618531786376092,1.3862943611198906,0.7122299624860038
4.969813299576001,6.580809854734748,2.70805020110221,2.4250407620538756,4.127134385045092,2.9899023391932813,1.3862943611198906,0.4075369838293269
4.962844630259907,5.098562003340922,2.5649493574615367,4.629755477929093,4.248495242049359,4.143408670793155,1.3862943611198906,1.2361769297042662
4.962844630259907,6.469413094016708,2.5649493574615367,3.30709449758521,4.23410650459726,4.79855864855185,1.3862943611198906,1.587592858837294
