S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
1.0986122886681098,1.0077415013145123,0.0,1.571048938306501,1.992430164690206,2.3875430850499346,3.3202283191284883,1.6889869029199953,0.0,0.0,0.0,0.18393647179709674,0.5108256237659906,1.0812651235231558
1.0986122886681098,0.7717346844803328,0.0,1.5932454177536306,1.9694406464655074,2.9191033435124814,3.3262343431887,1.5598845384443916,0.0,0.0,0.0,0.5380938586585453,0.6061358035703155,1.2746151550215639
1.0986122886681098,1.3277360393724764,0.0,2.318437792380819,1.9459101490553132,2.30625007419194,3.332204510175204,0.9094849532082572,0.0,0.0,0.0,0.0,0.6931471805599453,0.9313116919084535
1.0986122886681098,1.2384871257682761,0.0,1.084249439069827,1.9299098077088723,1.5939894532861871,3.332204510175204,0.4953798888298715,0.0,0.0,0.0,0.4771175973331192,0.6359887667199967,0.5548229068257903
1.0986122886681098,0.8206331884412424,0.0,2.066103813001859,1.9136492868370918,2.9362791247799453,3.332204510175204,1.7199314663117273,0.0,0.0,0.0,0.177660722474691,0.5753641449035619,1.4149821711071644
1.0986122886681098,1.2209438874986465,0.0,2.589908397523803,1.8971199848858813,2.7037941022057512,3.332204510175204,0.7377025109674542,0.0,0.0,0.0,0.0,0.5108256237659907,0.750371534032813
1.0986122886681098,0.5610278267745769,0.0,1.8364461840833055,1.8803128665695001,2.938555584268875,3.332204510175204,1.1154632494962118,0.0,0.0,0.0,0.0,0.44183275227903923,0.4619434914746121
1.0986122886681098,0.5551106097042162,0.0,1.9018422069455936,1.8632184332102,2.132929033712202,3.332204510175204,1.8110550831423364,0.0,3.7163349637489272e-06,0.0,0.10076213240461102,0.36772478012531734,0.9725638834705445
1.0986122886681098,0.9984614355319819,0.0,3.4732459049163715,1.8458266904983307,1.4230548247664985,3.332204510175204,1.853916437510895,0.0,1.4763945970108638e-06,0.0,0.32682023040662794,0.2876820724517809,0.13514732547129094
1.0986122886681098,0.9059461403664756,0.0,1.4419046876417698,1.8281271133989299,3.0885110156509943,3.332204510175204,1.5424841305303019,0.0,0.0,0.0,0.0,0.20067069546215122,1.4387756010241777
1.0986122886681098,1.3099239192935903,0.0,2.0014700532026866,1.8101086078962514,1.5296575583271612,3.332204510175204,1.9771441411877333,0.0,0.0,0.0,0.0,0.1053605156578263,0.8820545923999682
1.0986122886681098,1.0907040197471816,0.0,2.6518073975136254,1.791759469228055,2.8032928609857666,3.332204510175204,0.7619915497482219,0.0,0.0,0.0,0.23552258659172715,0.0,1.340698507128742
