RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
3.367295829986474,3.2213065757711092,3.1354942159291497,2.5303576481378562,3.784189633918261,3.1506115414840274,5.181783550292085,3.5229343997453917,3.044522437723423,2.3890504800855394,0.0,1.1165674294446044
3.367295829986474,3.659777208285809,3.1354942159291497,2.9848123035134475,3.784189633918261,2.4315074712288856,5.181783550292085,3.008852802146709,3.044522437723423,1.129053366068494,0.0,0.5657725417846302
3.367295829986474,3.5457358555420218,3.1354942159291497,2.2980588853729764,3.784189633918261,2.974028489656579,5.181783550292085,4.952794761817835,3.044522437723423,1.7894145385111875,0.0,1.5736358529342502
3.367295829986474,2.766496531305718,3.1354942159291497,2.526262965478338,3.784189633918261,3.9004871643990224,5.181783550292085,1.60415431627767,3.044522437723423,1.7607653811306962,0.0,1.231834412827572
3.367295829986474,3.0374617086820352,3.1354942159291497,2.7880417567406153,3.784189633918261,2.5368204989609016,5.181783550292085,3.2673278034781656,3.044522437723423,2.3774484337146577,0.0,1.1156554517625323
3.367295829986474,3.3580212702633174,3.1354942159291497,3.305175152072577,3.784189633918261,5.186918858918418,5.181783550292085,5.173549277306659,3.044522437723423,1.8991902646461942,0.0,0.10987500689358809
3.367295829986474,3.4008535233711847,3.1354942159291497,2.5650433867913915,3.784189633918261,2.752557503753789,5.181783550292085,3.767863020267031,3.044522437723423,2.8917678154583704,0.0,0.8007710693856924
3.367295829986474,2.739604409401888,3.1354942159291497,3.675590305469626,3.784189633918261,2.667723833850528,5.181783550292085,5.147560241852803,3.044522437723423,2.001360140595842,0.0,3.0014573777848135
3.367295829986474,2.7731604323078765,3.1354942159291497,2.113534550505939,3.784189633918261,3.130828210241434,5.181783550292085,3.065369199888197,3.044522437723423,3.802666730549229,0.0,1.064495669614145
3.367295829986474,3.826221354914258,3.1354942159291497,2.6367800147299985,3.784189633918261,3.229026544479375,5.181783550292085,2.1942690649575693,3.044522437723423,1.8019692987744622,0.0,0.6739204309936058
3.367295829986474,3.344213019943733,3.1354942159291497,2.1581386502753004,3.784189633918261,3.1145526815866935,5.181783550292085,3.432952261907653,3.044522437723423,3.4287444309363773,0.0,0.33133381901165326
3.367295829986474,4.124171863684534,3.1354942159291497,2.7147198140954867,3.784189633918261,3.2626736842255473,5.181783550292085,1.5295043551606642,3.044522437723423,2.7617959737176285,0.0,3.070319071312931
3.367295829986474,3.180501394877932,3.1354942159291497,2.557937576402644,3.784189633918261,4.023706437728076,5.181783550292085,3.2335420802846215,3.044522437723423,2.8541066706244265,0.0,2.1338179374651407
3.367295829986474,3.6113978469908083,3.1354942159291497,2.485154489543645,3.784189633918261,3.489901714219446,5.181783550292085,3.280948368562335,3.044522437723423,2.716845903577114,0.0,0.0
3.367295829986474,3.3686107207391083,3.1354942159291497,2.3044498926582038,3.784189633918261,3.1896221738261064,5.181783550292085,4.2010283282041065,3.044522437723423,1.5693281135446928,0.0,0.3909954449458135
3.367295829986474,2.9898247518380052,3.1354942159291497,2.8797513444160683,3.784189633918261,2.210544851531707,5.181783550292085,4.645239854447635,3.044522437723423,2.5548259176641097,0.0,0.6269273386415919
3.367295829986474,3.5828904854948505,3.1354942159291497,2.542635466043535,3.784189633918261,1.7783881855708688,5.181783550292085,2.900903386291171,3.044522437723423,2.6940000261178247,0.0,3.6395823973091943
3.367295829986474,3.2832665689169223,3.1354942159291497,2.165573411668451,3.784189633918261,3.5724157140712567,5.181783550292085,4.347950414882973,3.044522437723423,2.5997098600790096,0.0,0.0
3.367295829986474,3.2513898893228537,3.1354942159291497,2.3050621536350246,3.784189633918261,3.183869665156836,5.181783550292085,3.1546150740542087,3.044522437723423,1.734325383302283,0.0,0.6396284669744207
3.367295829986474,3.623762076001584,3.1354942159291497,2.2842996881400217,3.784189633918261,3.2355831922285345,5.181783550292085,3.778267788518989,3.044522437723423,2.4454363492979234,0.0,1.340067156214827
3.367295829986474,2.785651726412774,3.1354942159291497,2.090249597164211,3.784189633918261,2.731910975160445,5.181783550292085,3.646494860440164,3.044522437723423,2.4201269970555783,0.0,1.0129759582822566
3.367295829986474,3.356439257317658,3.1354942159291497,2.3703842955631544,3.784189633918261,3.277117114183657,5.181783550292085,3.3674876778878557,3.044522437723423,2.4415029228411878,0.0,0.27779649425482245
3.367295829986474,3.3257110211474963,3.1354942159291497,2.592925824102576,3.784189633918261,2.836936608800069,5.181783550292085,6.315172462564577,3.044522437723423,2.8784995556155826,0.0,2.02318530527022
3.367295829986474,3.565934678162292,3.1354942159291497,3.1494268849496665,3.784189633918261,2.613858360079928,5.181783550292085,4.410492694874682,3.044522437723423,3.1538750931501784,0.0,1.8164002374742876
