,Actual_last_5_vals,Mean_Simulation,Simulated_17,Simulated_22,Simulated_24,Simulated_1,Simulated_9,Simulated_16,Simulated_7,Simulated_18,Simulated_2,Simulated_4,Simulated_0,Simulated_15,Simulated_11,Simulated_13,Simulated_23,Simulated_20,Simulated_6,Simulated_10,Simulated_28,Simulated_19,Simulated_3,Simulated_26,Simulated_21,Simulated_5,Simulated_14,Simulated_29,Simulated_27,Simulated_8,Simulated_25,Simulated_12
0,75578.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,77148.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,77176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,78669.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,81155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,77380.02,77380.02,77380.02,77380.02,77380.02,77380.02,77380.02,77380.02,77380.02,77380.02,77380.02,77380.02,77380.02,77380.02,77380.02,77380.02,77380.02,77380.02,77380.02,77380.02,77380.02,77380.02,77380.02,77380.02,77380.02,77380.02,77380.02,77380.02,77380.02,77380.02,77380.02
6,,77674.19,80817.97,74507.4,74085.8,76685.01,78998.74,73559.49,73727.42,77196.81,76239.83,79912.47,79748.39,75884.38,76020.53,72202.22,82617.07,82160.37,80084.75,77013.87,82305.32,77194.54,81545.58,82061.68,79080.28,70840.18,74910.96,79371.87,76852.95,84835.97,73581.33,76182.44
7,,78507.56,79525.68,78851.48,78975.87,81635.79,81613.55,77272.27,78209.81,82484.8,73758.25,81482.61,76675.87,73678.33,75148.29,77870.27,84625.49,81580.16,73339.4,75050.04,75839.43,86089.73,87888.2,81025.28,80918.65,80800.61,84244.9,82070.84,72659.36,69792.02,72626.9,69492.98
8,,78413.08,77215.76,79394.34,76016.49,81176.13,78839.19,76184.83,74609.64,79311.29,79821.64,80601.93,82495.89,83205.06,80155.95,81202.2,77004.97,80831.92,74166.42,84431.73,73658.87,72344.62,77374.22,83188.58,84753.92,72887.72,75165.87,76533.58,75073.1,80041.39,82933.54,71771.55
9,,78461.79,75919.16,78708.59,76396.8,79784.69,76623.17,78155.52,81518.94,75194.08,75198.13,85045.35,79827.15,80857.98,69498.28,79452.1,79575.56,81533.68,81308.85,84698.69,83959.17,81246.55,77380.33,74488.52,67479.71,73937.99,82915.99,85181.7,85706.42,76261.59,73840.21,72158.87
10,,78278.78,78218.63,74507.33,78388.74,77556.32,81273.68,75675.51,77423.22,81864.57,81786.75,79432.26,72031.67,80377.8,78542.6,85254.99,81644.83,82673.02,75282.33,79837.47,77637.44,76407.23,73105.06,83486.2,77584.78,75268.74,71929.63,87610.5,71769.41,72770.15,85665.67,73356.9
11,MAE,,1327.0,1418.37,1438.04,1487.64,1615.03,1747.96,1993.45,2034.39,2393.98,2523.2,2600.19,2651.04,2663.86,2810.82,2824.79,2907.29,2944.82,2988.68,3032.03,3131.1,3424.34,3476.9,3639.02,3697.71,3758.52,3865.35,3960.57,4202.41,4417.07,4728.78
