S00117_Actual,S00117_Simulated,S00112_Actual,S00112_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated
5.170483995038151,5.634506233527824,5.627621113690637,5.480459152123185,3.8066624897703196,4.348547832773054,4.465908118654584,4.783498160118609,5.8377304471659395,6.054502525136856
5.1647859739235145,5.381060616476258,5.634789603169249,5.285593058544124,3.784189633918261,4.052957854275828,4.454347296253507,4.730039885144909,5.857933154483459,6.076046437162087
5.817111159963204,5.402295248646192,5.8944028342648505,5.924946994187682,4.430816798843313,4.3408917155049656,4.663439094112067,3.355752068629007,6.284134161070802,6.534395963073494
5.814130531825066,5.9737059829678785,5.921578419643816,5.635173365681681,4.430816798843313,4.448020656368192,4.663439094112067,4.7138883787883135,6.289715570908998,6.931252087249295
5.817111159963204,6.016435519526316,5.963579343618446,6.367360171273747,4.442651256490317,3.8655551888033544,4.663439094112067,5.811928656657283,6.295266001439646,5.85262057613165
5.820082930352362,5.936425719614296,5.968707559985366,5.631304870467518,4.418840607796598,4.207832692013126,4.663439094112067,4.13242781734476,6.304448802421981,6.85775688474087
5.823045895483019,5.545758225088174,5.968707559985366,6.236118948374451,4.406719247264253,4.4399599125720615,4.663439094112067,4.880332076818328,6.315358001522335,6.0990763151374106
5.811140992976701,5.1419280924486985,5.983936280687191,5.085595922458184,4.382026634673881,3.7881658378605345,4.663439094112067,4.410477372448999,6.311734809152915,5.955795897445852
5.811140992976701,5.355951767751698,5.726847747587197,5.001806674862275,4.356708826689592,4.299674787174559,4.663439094112067,4.408464519890539,6.2878585601617845,5.395796128433374
5.811140992976701,6.345883881959267,5.739792912179234,5.786630617883041,4.356708826689592,4.854452060269258,4.663439094112067,5.016228633583734,6.289715570908998,6.2761152179741275
5.808142489980444,6.2106095019419625,5.726847747587197,5.094636246201687,4.356708826689592,4.290330986880363,4.663439094112067,4.283311657366096,6.289715570908998,5.149337727892171
5.755742213586912,5.2736858108487255,5.755742213586912,5.916142684316684,4.343805421853684,4.542793395919052,4.672828834461906,5.531979656093017,6.293419278846481,5.982825899137417
