,Actual_last_5_vals,Mean_Simulation,Simulated_24,Simulated_16,Simulated_0,Simulated_29,Simulated_26,Simulated_25,Simulated_20,Simulated_21,Simulated_2,Simulated_1,Simulated_11,Simulated_19,Simulated_13,Simulated_8,Simulated_5,Simulated_12,Simulated_14,Simulated_27,Simulated_3,Simulated_10,Simulated_28,Simulated_6,Simulated_22,Simulated_15,Simulated_9,Simulated_7,Simulated_18,Simulated_23,Simulated_17,Simulated_4
0,53350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,53354.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,53359.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,53364.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,53369.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,49403.7,49403.7,49403.7,49403.7,49403.7,49403.7,49403.7,49403.7,49403.7,49403.7,49403.7,49403.7,49403.7,49403.7,49403.7,49403.7,49403.7,49403.7,49403.7,49403.7,49403.7,49403.7,49403.7,49403.7,49403.7,49403.7,49403.7,49403.7,49403.7,49403.7,49403.7
6,,49904.74,49468.87,49241.28,51662.55,45337.74,47798.72,50891.03,52291.69,43601.03,51991.01,52650.12,54373.02,54094.56,45487.56,51008.66,51429.26,57826.76,42716.85,51684.16,46964.5,50947.79,42363.49,50768.25,53739.08,50467.96,45480.61,45776.53,50505.15,45071.64,56248.32,55254.01
7,,49549.74,49200.21,52049.91,48269.5,51200.4,49025.79,45065.07,52499.44,49651.26,54078.06,44508.68,46126.59,46584.61,50728.92,45863.59,51420.03,49529.64,49399.01,47148.37,47734.87,58742.5,53339.93,38721.46,50063.14,52240.68,46647.87,52713.59,49314.66,52018.0,45764.14,56842.19
8,,49366.72,47132.52,51134.78,48451.64,49589.91,50214.58,48752.63,51687.09,50133.86,48739.95,51891.15,48497.39,52679.45,49069.57,48677.68,46355.93,52421.28,42739.98,55611.74,49354.16,53103.69,49079.48,45325.13,41560.88,45704.48,45866.0,58803.73,43916.11,54224.77,43790.12,56491.83
9,,49858.15,48037.19,49543.53,50893.82,50619.82,51721.77,51351.75,50953.52,46070.46,53521.51,48925.65,51364.36,46806.57,47589.77,59695.45,50648.35,46765.82,50702.69,53532.35,41933.14,47518.43,43207.68,52386.39,54308.25,39304.73,47953.27,49547.91,59324.1,54510.97,42250.34,54754.81
10,,50383.11,54345.07,46290.55,54741.41,52779.97,54918.82,47929.61,54282.59,52309.05,48243.51,52426.19,47128.66,50690.21,43312.19,50845.3,41472.32,52582.06,48211.61,53472.41,54957.44,47999.57,51060.5,51205.31,53308.38,52593.54,43072.03,44867.84,42310.41,57399.09,51248.04,55489.54
11,MAE,,1467.09,1556.48,1557.85,1599.9,1646.19,1672.03,2108.64,2147.67,2174.05,2214.41,2253.57,2304.39,2538.8,2629.77,2684.43,2714.66,2830.23,2864.88,2877.83,3116.01,3157.76,3180.64,3254.83,3280.04,3340.45,3759.1,3970.79,3971.37,4029.75,4961.65
