S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
1.0986122886681098,1.0077415013145123,0.0,1.571048938306501,1.992430164690206,2.3875430850499346,3.3202283191284883,1.6889869029199953,0.0,0.0,0.0,0.18393647179709674,0.5108256237659906,1.0812651235231558
1.0986122886681098,1.3008487369849857,0.0,2.716104481223546,1.9694406464655074,3.148810212143064,3.3262343431887,0.8422401894435539,0.0,0.0,0.0,0.285125315002096,0.6061358035703155,1.0609195384203294
1.0986122886681098,0.8666407291410783,0.0,1.7505818054155196,1.9459101490553132,3.1232396385074135,3.332204510175204,1.6492822623296328,0.0,0.0,0.0,0.01080945381587245,0.6931471805599453,1.1188041162420703
1.0986122886681098,1.0323896611511716,0.0,2.426111443884251,1.9299098077088723,2.2233925584507563,3.332204510175204,1.1749956033031668,0.0,4.025900708566621e-06,0.0,0.2948484069495505,0.6359887667199967,1.2611923500631064
1.0986122886681098,1.0002507514336303,0.0,0.9967254524495589,1.9136492868370918,2.476700584394954,3.332204510175204,0.8073651813734589,0.0,0.0,0.0,0.7827969622337493,0.5753641449035619,0.2632069193123432
1.0986122886681098,0.7604743220325572,0.0,0.7194227004973379,1.8971199848858813,1.6839956156910234,3.332204510175204,1.7635147297106823,0.0,0.0,0.0,0.9065591171882892,0.5108256237659907,0.731071931609723
1.0986122886681098,1.3203453433658698,0.0,1.7561345222106803,1.8803128665695001,2.35637075396606,3.332204510175204,1.9032145267559544,0.0,0.0,0.0,0.0650816762081739,0.44183275227903923,1.4880478498864205
1.0986122886681098,1.4869268742868633,0.0,2.1455631468139726,1.8632184332102,2.580724612471974,3.332204510175204,0.9926335072875683,0.0,5.84366284993855e-07,0.0,0.23479364151226537,0.36772478012531734,1.3237776371944912
1.0986122886681098,0.6543470769183284,0.0,1.1507334585030633,1.8458266904983307,2.8802988155604816,3.332204510175204,2.5092340887679967,0.0,0.0,0.0,0.16753951803688855,0.2876820724517809,0.9527472397321048
1.0986122886681098,0.8936096600815845,0.0,0.0,1.8281271133989299,2.472177076708407,3.332204510175204,1.8944908491341383,0.0,0.0,0.0,0.0,0.20067069546215122,0.9086661504246976
1.0986122886681098,0.9804753099386753,0.0,1.1618711576288434,1.8101086078962514,1.4138569731659079,3.332204510175204,2.3246872021444585,0.0,0.0,0.0,0.0,0.1053605156578263,1.4681863728791291
1.0986122886681098,1.246178233606371,0.0,1.0758600718843505,1.791759469228055,1.1753061148337627,3.332204510175204,1.7784009147382092,0.0,0.0,0.0,0.09615058298631136,0.0,1.6020967076915853
