Index,Lower,Upper,Predicted,Actual
135,28383.74,29041.46,28714.65,28665.8
136,28302.8,29240.59,28767.46,28663.6
137,28227.91,29401.63,28824.18,28661.4
138,28154.35,29533.14,28880.63,28659.2
139,28147.58,29694.78,28932.88,28657.0
140,28080.27,29861.1,28972.67,28576.0
141,28091.06,29970.17,29055.94,28495.0
142,28044.24,30088.41,29116.42,28498.0
143,28034.99,30271.21,29160.47,28501.0
144,28023.64,30407.83,29208.61,28572.0
145,27989.63,30550.74,29251.03,28647.33
146,28019.52,30647.73,29303.25,28722.67
147,27908.46,30720.19,29370.64,28798.0
148,27930.94,30865.63,29415.0,28873.33
149,27956.52,30987.85,29471.11,28948.67
150,27892.92,31071.24,29505.08,29024.0
151,27861.88,31199.76,29539.25,29043.0
152,27869.76,31289.27,29599.12,29256.0
153,27950.97,31387.78,29672.01,29278.0
154,27907.57,31491.09,29697.99,29300.0
155,27883.68,31711.32,29762.0,29450.33
156,27876.83,31744.89,29822.91,29600.67
157,27919.01,31933.78,29867.58,29751.0
158,27975.72,32031.78,29926.75,29817.0
159,27946.35,32043.45,29975.97,29883.0
160,28019.91,32129.22,30007.37,29949.0
161,27980.29,32299.04,30042.98,30015.0
162,27897.13,32332.84,30071.87,30081.0
163,27848.92,32350.74,30119.38,30147.0
164,27855.4,32440.68,30210.02,30213.0
165,27862.4,32571.23,30264.84,30279.0
166,27792.83,32713.53,30251.53,30345.0
167,27808.7,32825.44,30317.36,30411.0
168,27843.75,32841.61,30345.15,30433.0
