Index,Lower,Upper
143,26497.29,27511.94
144,26074.5,27882.82
145,25603.22,28227.47
146,25320.84,28709.77
147,25011.83,29042.12
148,24648.06,29436.88
149,24354.34,29817.14
150,24162.41,30185.43
151,23664.9,30611.91
152,23358.78,30791.9
153,23049.29,31246.24
154,22870.59,31514.28
155,22718.78,31883.45
156,22470.63,31971.65
157,22291.62,32295.35
158,21881.31,32543.99
159,21616.54,32903.44
160,21242.43,33145.5
161,21059.39,33563.24
162,20788.28,33966.88
163,20511.41,34078.78
164,20189.27,34381.9
165,20014.99,34412.67
166,20067.21,34801.42
167,19686.39,35061.34
168,19566.11,35234.98
169,19515.39,35406.58
170,19284.76,35518.0
171,18963.57,35762.34
172,18843.96,36165.11
173,18861.41,36236.53
174,18505.92,36542.05
175,18253.74,36793.48
176,18159.75,37114.95
177,18171.0,37306.38
178,18150.79,37717.28
