Index,Lower,Upper
35,202276.42,220084.74
36,200231.92,230634.43
37,198855.56,240090.63
38,198578.65,248413.61
39,195617.38,258112.16
40,194752.01,264577.38
41,191631.07,269976.98
42,189778.96,278133.29
43,188024.82,286294.03
