Index,Lower,Upper
135,28356.16,29003.82
136,28232.83,29138.62
137,28154.54,29277.56
138,28042.71,29384.86
139,27970.76,29564.9
140,27904.49,29589.5
141,27776.43,29672.46
142,27702.07,29790.89
143,27637.67,29956.86
144,27589.26,30015.12
145,27531.71,30153.15
146,27456.6,30219.62
147,27361.28,30285.26
148,27322.39,30338.19
149,27268.6,30341.5
150,27225.95,30464.22
151,27166.9,30490.07
152,27071.9,30517.54
153,27069.96,30574.29
154,27002.34,30589.48
155,26970.66,30697.82
156,26920.16,30677.19
157,26879.21,30718.76
158,26828.01,30856.81
159,26798.78,30891.79
160,26709.93,30944.63
161,26707.64,30961.99
162,26684.06,30999.56
163,26632.23,31034.78
164,26584.45,31138.34
165,26573.18,31157.5
166,26608.03,31230.52
167,26595.83,31216.66
168,26617.91,31250.89
