Index,Lower,Upper,Predicted,Actual
60,494648.5,521643.94,509053.96,507277.0
61,497017.27,533119.88,515283.63,524011.0
62,499416.09,543195.9,521178.15,550031.0
63,505943.96,557327.0,531638.41,590181.0
64,507702.34,565771.4,536418.67,562480.0
65,504591.09,572899.33,538448.34,565054.0
66,505195.63,579648.69,542410.23,570841.0
67,507774.44,590302.81,548193.22,574706.0
68,508365.89,595695.28,551901.78,604699.0
69,515457.38,607883.62,563244.86,633942.0
70,507693.39,607424.05,558424.27,645999.0
71,510835.22,617456.82,564248.06,643200.0
72,509715.75,620673.26,565709.54,645177.0
73,509857.14,626894.42,569449.02,678923.0
74,510180.1,630133.96,571621.48,701210.0
