Index,Lower,Upper,Predicted,Actual
128,27228.26,28347.32,27747.5,27661.75
129,27019.8,28678.24,27786.67,27665.5
130,26883.67,28936.13,27833.09,27669.25
131,26720.51,29186.83,27932.94,27673.0
132,26584.53,29417.12,27962.2,27733.0
133,26501.6,29718.19,28033.74,28694.0
134,26468.34,29775.05,28045.26,29105.0
135,26403.82,29967.9,28068.44,29262.0
136,26294.66,30232.97,28112.98,29475.5
137,26206.12,30343.0,28131.68,29689.0
138,26110.62,30527.47,28232.53,30317.0
139,26017.2,30675.27,28272.9,30357.75
140,25951.32,30777.32,28252.41,30398.5
141,25885.37,30923.03,28325.49,30439.25
142,25810.39,31107.02,28400.69,30480.0
143,25878.13,31224.81,28434.79,31366.0
144,25798.73,31430.71,28438.19,32051.12
145,25717.64,31562.19,28494.48,32736.25
146,25654.43,31707.53,28536.33,33421.38
147,25505.93,31931.09,28580.15,34106.5
148,25518.74,32030.71,28587.27,34791.62
149,25518.74,32155.1,28589.2,35476.75
150,25344.04,32230.97,28670.95,36161.88
151,25227.04,32330.57,28681.96,36847.0
152,25295.7,32403.8,28694.68,37532.12
153,25126.32,32481.72,28767.91,38217.25
154,24947.78,32529.61,28737.36,38902.38
155,24858.63,32711.0,28836.15,39587.5
156,24752.07,32745.15,28842.15,40272.62
157,24730.33,32785.59,28885.24,40957.75
158,24660.09,32814.72,28884.11,41642.88
159,24512.13,32919.47,28894.08,42328.0
