Index,Lower,Upper
91,81758.52,85806.67
92,81175.1,86993.94
93,80458.61,88113.16
94,79750.31,89218.59
95,78791.32,90288.02
96,78203.51,91506.69
97,77387.7,92021.77
98,76692.31,92992.81
99,76400.13,93548.78
100,75767.22,94254.51
101,75606.9,95133.04
102,74985.77,95764.19
103,74680.35,96450.02
104,74279.97,96698.49
105,73411.66,97498.85
106,72942.63,98004.43
107,72788.03,98552.06
108,72359.39,99271.44
109,72046.09,100059.11
110,71844.06,100587.51
111,71430.48,100735.1
112,70979.51,100828.89
113,70659.22,101371.25
