Index,Lower,Upper,Predicted,Actual
134,3968.52,3974.58,3971.38,3971.8
135,3966.61,3980.22,3973.36,3974.53
136,3964.41,3985.72,3975.09,3977.27
137,3962.66,3990.76,3976.69,3980.0
138,3960.17,3995.0,3978.02,3982.73
139,3957.0,4000.27,3979.28,3985.47
140,3954.23,4004.61,3980.61,3988.2
141,3952.0,4009.78,3981.68,3990.93
142,3950.05,4013.97,3982.8,3993.67
143,3947.88,4019.13,3983.79,3996.4
144,3945.09,4023.6,3984.66,3999.13
145,3940.64,4026.69,3985.58,4001.87
146,3937.98,4029.53,3986.45,4004.6
147,3936.12,4032.88,3987.28,4007.33
148,3934.9,4035.21,3988.07,4010.07
149,3934.17,4038.58,3988.93,4012.8
150,3932.81,4042.21,3989.67,4015.53
151,3931.79,4044.81,3990.45,4018.27
152,3929.96,4049.06,3991.4,4021.0
153,3927.98,4053.71,3992.17,4023.73
154,3927.32,4055.58,3993.04,4026.47
155,3926.42,4058.95,3993.84,4029.2
156,3924.29,4063.06,3994.56,4031.93
157,3923.03,4064.45,3995.35,4034.67
158,3922.72,4069.79,3996.12,4037.4
159,3920.26,4071.44,3996.87,4040.13
160,3919.56,4074.01,3997.6,4042.87
161,3918.02,4075.9,3998.4,4045.6
162,3918.56,4078.18,3999.11,4048.33
163,3917.22,4082.07,3999.85,4051.07
164,3916.6,4085.01,4000.78,4053.8
165,3916.97,4087.83,4001.52,4056.53
166,3915.57,4090.94,4002.38,4059.27
167,3913.81,4094.03,4003.16,4062.0
