S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1481_Actual,S1481_Simulated
4.465908118654584,2.999826586366925,1.791759469228055,1.3145347176935454,3.332204510175204,3.0269541224917087,1.0986122886681098,0.664494912609079,0.0,0.3594804897243226,3.258096538021482,2.5343843620444226,4.770684624465665,4.506338197135906,4.9918892512752,4.339183241919254,0.0,0.1303948359032745,2.302585092994046,1.5851806544732807,0.1941560144409574,0.4960677056471013
4.465908118654584,5.067113192551478,1.791759469228055,1.864793325044643,3.332204510175204,3.0487758442553456,1.0986122886681098,0.36526294442297425,0.0,0.3375210871970315,3.258096538021482,2.2056702638614794,4.770684624465665,5.11253636095507,4.992374334961647,3.3276840463197006,0.0,0.6750634947214839,2.302585092994046,1.3865727014455036,0.25131442828090605,0.0
4.465908118654584,2.0253768423194045,1.791759469228055,0.4404877492443652,3.332204510175204,2.6399629807210694,1.0986122886681098,1.8922426080398749,0.0,0.0,3.258096538021482,2.2454437106697913,4.770684624465665,4.544505742398888,4.992859183455994,3.902565504886176,0.0,0.8279614322029879,2.302585092994046,1.2584913429812792,0.3053816495511818,1.07243814108418
4.465908118654584,4.1076949193072885,1.791759469228055,0.9636163625069817,3.332204510175204,4.025009068976541,1.0986122886681098,1.323848171212259,0.0,0.311925082912828,3.258096538021482,2.337785305859778,4.770684624465665,4.413052997486171,4.993343796986195,4.591066927592786,0.0,0.361527420595584,2.302585092994046,1.1213329975020807,0.35667494393873234,0.6054910050068735
4.465908118654584,2.766715934511956,1.791759469228055,1.2829860771274828,3.332204510175204,3.092698643999506,1.0986122886681098,1.3618227154120226,0.0,0.0,3.258096538021482,2.081655568242171,4.770684624465665,4.588523392391374,4.993828175779875,5.403524181298276,0.0,0.0,2.302585092994046,1.366336364084154,0.4054651081081644,0.8648762862567507
4.465908118654584,3.2267159400047976,1.791759469228055,0.5935553564310571,3.332204510175204,3.322374328756047,1.0986122886681098,0.6062908719904433,0.0,0.3473418636875379,3.258096538021482,1.6283744852166506,4.770684624465665,3.8924415925560365,4.994312320064325,3.162126968758503,0.0,0.0,2.302585092994046,2.034228864520448,0.4519851237430572,0.026408952348282555
4.465908118654584,3.562340813963555,1.791759469228055,1.4021453433618953,3.332204510175204,4.021055828000426,1.0986122886681098,0.7796283594392893,0.0,0.5792800550426488,3.258096538021482,3.652287352255456,4.770684624465665,4.226628899291108,4.99479623006651,5.252443044153347,0.0,0.10124128350617827,2.302585092994046,1.6683682853202553,0.49643688631389105,0.44320358473006194
4.465908118654584,2.6878535574369717,1.791759469228055,0.0,3.332204510175204,3.636079592297405,1.0986122886681098,1.0303138032144097,0.0,0.0,3.258096538021482,3.5287693843688883,4.770684624465665,4.053614111480015,4.995279906013061,5.865892047924595,0.0,0.014575288044184467,2.302585092994046,1.3281572540711557,0.5389965007326869,0.027491157248243525
4.465908118654584,4.133692090320604,1.791759469228055,0.5977340401589133,3.332204510175204,2.7365317518158676,1.0986122886681098,1.0513343812208453,0.0,1.002745630986606,3.258096538021482,2.1562838865794527,4.770684624465665,3.8705490675556122,4.995763348130285,4.615611573411032,0.0,0.0,2.302585092994046,1.608783337828799,0.5798184952529422,0.2945766971066482
4.465908118654584,3.5311350600817075,1.791759469228055,1.2119529033657797,3.332204510175204,2.964790886382429,1.0986122886681098,1.0525083925142842,0.0,0.0,3.258096538021482,1.5173628278883917,4.770684624465665,4.444038618842023,4.996246556644156,4.962872637048343,0.0,0.18727315775297262,2.302585092994046,2.0968415699757603,0.6190392084062234,0.20229338133225155
4.465908118654584,2.6385016821391343,1.791759469228055,1.270956892636397,3.332204510175204,2.8746628859084744,1.0986122886681098,0.44199498309730945,0.0,0.02048243140263606,3.258096538021482,1.6304658920182944,4.770684624465665,4.394477550788178,4.996729531780326,4.293180874145051,0.0,0.7352544906881032,2.302585092994046,1.024774660327288,0.6567795363890704,0.7555219432173014
4.465908118654584,1.0377631942665548,1.791759469228055,0.6757664038992788,3.332204510175204,3.371906963430534,1.0986122886681098,0.17243369423171567,0.0,0.46235322906404575,3.258096538021482,3.630996839169235,4.770684624465665,4.503835400034083,4.997212273764115,3.9562474024298213,0.0,0.6215620430612666,2.302585092994046,2.0023072913049647,0.6931471805599453,0.3589338194362623
