,Actual_last_5_vals,Mean_Simulation,Simulated_30,Simulated_46,Simulated_42,Simulated_5,Simulated_6,Simulated_7,Simulated_26,Simulated_45,Simulated_39,Simulated_22,Simulated_4,Simulated_25,Simulated_40,Simulated_49,Simulated_36,Simulated_12,Simulated_43,Simulated_48,Simulated_31,Simulated_23,Simulated_8,Simulated_29,Simulated_38,Simulated_1,Simulated_37,Simulated_47,Simulated_0,Simulated_24,Simulated_35,Simulated_13,Simulated_21,Simulated_20,Simulated_28,Simulated_18,Simulated_9,Simulated_15,Simulated_3,Simulated_14,Simulated_33,Simulated_2,Simulated_27,Simulated_19,Simulated_32,Simulated_10,Simulated_41,Simulated_44,Simulated_16,Simulated_11,Simulated_34,Simulated_17
0,16985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17177.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,17286.333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17395.666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,17505.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46,6705.46
6,,7228.89,15112.06,6110.93,2390.99,10595.7,-4330.39,8505.8,3475.33,13721.0,10232.26,-3731.72,1330.51,5318.09,19535.41,22508.45,4443.84,4004.72,2169.21,17687.32,13355.12,22994.44,18838.34,5073.17,4387.58,16180.68,18860.01,10129.03,-4761.7,-4130.08,3392.34,13175.05,802.88,20249.03,3246.41,3868.27,3016.69,17945.32,2382.4,2087.92,6561.34,19728.27,-16280.27,-6024.69,4221.26,13825.51,24290.93,-6451.71,418.79,-3563.7,-15947.66,30493.98
7,,7270.32,8843.69,1239.35,4271.48,3136.47,12247.01,9737.28,13560.23,15695.48,-190.23,16656.81,2520.68,9478.79,20825.5,1625.4,-9590.04,-961.18,13508.55,1233.55,15196.95,14842.52,7683.65,14814.64,4453.01,3052.96,15941.28,740.2,6184.92,4101.9,2693.32,-1320.1,-10472.18,358.42,13818.8,17168.76,17651.83,9892.89,-5752.22,24381.06,245.91,21638.13,8164.04,11606.75,-12311.09,1619.37,-504.49,20300.56,-1431.63,-10445.62,22389.57,22972.98
8,,5439.29,5507.75,5457.8,8743.28,16268.72,4737.92,-1945.74,-4628.97,7365.54,2875.46,6514.6,-3444.23,-11693.79,7198.51,11586.42,9296.67,9707.45,4814.57,725.25,2779.85,10233.38,14654.59,12188.65,11015.8,20532.93,-273.31,-3719.48,-7026.06,5577.21,-1284.33,8729.04,11767.6,1755.16,21866.91,-4115.03,4292.89,9191.34,3040.01,14711.27,1777.31,-5014.33,902.32,7229.62,-4875.38,5044.77,7438.93,3953.48,1597.74,12584.93,11651.29,14668.02
9,,8174.68,3266.64,8622.01,10214.56,5183.71,11498.0,4690.56,6805.02,-405.97,4413.1,9345.25,7031.35,6316.34,10131.29,10644.16,3705.84,847.21,20505.82,11679.16,17680.53,8501.4,5957.66,-3375.04,14840.97,7741.13,6419.78,10961.02,2769.64,-9597.1,20315.02,21851.91,12155.82,20342.63,8421.37,21128.29,2796.31,29903.35,3753.53,9133.73,31513.22,632.65,5761.11,-3987.53,20748.62,-6358.31,-7094.66,9532.26,-14633.2,3024.4,23673.09,-273.76
10,,6460.77,4498.41,-3293.45,-3330.61,8479.59,9309.78,15516.21,10547.62,5596.47,15980.16,2448.87,-1565.72,336.61,6804.81,5491.21,3436.21,14560.34,14556.84,14498.34,-139.74,1984.94,-3169.21,11548.06,21720.39,11038.62,12008.65,-5606.47,9140.05,5020.71,-1237.19,10135.95,7407.64,4245.47,-4926.98,2589.97,26653.31,2880.78,-11270.89,17067.51,15892.27,7063.32,21152.42,-8914.14,4961.27,-13366.13,13082.93,29046.71,17449.42,-6011.3,8584.09,-6865.53
11,MAE,,2732.57,2894.83,3828.67,3889.98,3901.61,3944.74,4261.37,4381.41,4384.79,4434.15,4783.56,4872.48,4986.93,5085.11,5166.03,5191.81,5391.64,5458.55,5469.78,5489.06,5514.18,5514.4,5526.84,5545.7,5552.91,5573.77,5604.28,5646.19,5829.24,5863.12,5904.14,6333.24,6432.17,6606.3,6885.17,7066.62,7070.19,7181.58,7354.0,7577.56,7674.18,7819.58,7829.52,7833.66,8121.33,8690.03,8858.36,8879.42,10354.92,11661.87
