RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S1488_Actual,S1488_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
2.4849066497880004,2.4351529294238996,3.6888794541139363,3.6722441908396397,0.0,0.0,2.5649493574615367,2.5672529730537423,4.820281565605037,4.8074087568215615,0.0,0.40739436740944157,1.3862943611198906,0.6401965770877169,2.9444389791664403,2.944434154608274,1.0986122886681098,1.6906070759942677
2.4849066497880004,2.4764375489799395,3.6888794541139363,3.6674305423088804,0.0,0.0,2.5649493574615367,2.5575743809561344,4.820281565605037,4.781892466432543,0.0,0.5048289971415238,1.3862943611198906,0.21804960338403218,2.9444389791664403,2.9444449457628306,1.0986122886681098,1.2191695940860192
2.4849066497880004,2.387081191158431,3.6888794541139363,3.6390869966663386,0.0,0.0,2.5649493574615367,2.578934295063373,4.820281565605037,4.772850399215159,0.0,0.6534970336926348,1.3862943611198906,0.754451840519945,2.9444389791664403,2.944437478013054,1.0986122886681098,1.4818408815340594
2.4849066497880004,2.432410686816606,3.6888794541139363,3.661304565922986,0.0,0.0,2.5649493574615367,2.5585575220399153,4.820281565605037,4.780023613629044,0.0,1.0203812881327852,1.3862943611198906,0.0,2.9444389791664403,2.9444350254722123,1.0986122886681098,1.533613430481643
2.4849066497880004,2.443896602634205,3.6888794541139363,3.679443212300032,0.0,0.0,2.5649493574615367,2.5555516336019712,4.820281565605037,4.7551224569445045,0.0,0.4404314720432755,1.3862943611198906,1.1157955713746912,2.9444389791664403,2.9444290769417027,1.0986122886681098,2.0794637994951373
2.4849066497880004,2.4177215586810306,3.713572066704308,3.6613577240948554,0.0,0.0,2.5649493574615367,2.564178252853377,4.832305758571839,4.827125118814234,0.0,0.5807406938185786,1.3862943611198906,0.0,2.9444389791664403,2.9444363617978224,1.0986122886681098,2.36333322746703
2.4849066497880004,2.4699946581770287,3.7376696182833684,3.667394023751756,0.0,0.0,2.5649493574615367,2.5735992037238185,4.844187086458591,4.7877933420310725,0.0,1.1546181850064934,1.3862943611198906,0.2409130912124141,2.9444389791664403,2.944433730760936,1.0986122886681098,1.7910495580407788
2.4849066497880004,2.4716408022779093,3.728100167267218,3.691396388141247,0.0,0.0,2.5649493574615367,2.5750660934510448,4.847331743138063,4.8453797238462455,0.0,0.03190463884242278,1.3862943611198906,0.35511343558631037,2.9444389791664403,2.9444380976706492,1.0986122886681098,1.5153403681468867
2.4849066497880004,2.3757254411070745,3.7184382563554808,3.6622493110434884,0.0,0.0,2.5649493574615367,2.5696332184072976,4.850466541943434,4.803822421053003,0.0,0.0,1.3862943611198906,1.4253028354568633,2.9444389791664403,2.9444309596789076,1.0986122886681098,1.3454886361609129
2.4849066497880004,2.4630851953161104,3.708682081410116,3.675167802060996,0.0,0.0,2.5649493574615367,2.579393014699473,4.853591544486569,4.836585745457457,0.0,0.47083761785841793,1.3862943611198906,0.3407002129422881,2.9444389791664403,2.944436516698171,1.0986122886681098,1.7993551425842949
2.4849066497880004,2.436910248399325,3.6988297849671046,3.7042536868156906,0.0,0.0,2.5649493574615367,2.58461269376301,4.856706811803519,4.8202220033228524,0.0,0.24821248623488198,1.3862943611198906,1.2378377153361093,2.9444389791664403,2.944441319353203,1.0986122886681098,1.3768271946628428
2.4849066497880004,2.392569101056104,3.6888794541139363,3.666230440877961,0.0,0.0,2.5649493574615367,2.55069165008437,4.859812404361672,4.804332131905702,0.0,0.4617558349019491,1.3862943611198906,0.5963285380682899,2.9444389791664403,2.944433391389562,1.0986122886681098,1.5814283042377069
