S1905_Actual,S1905_Simulated
0.0,1.528042598680665
0.0,2.9496319268216205
0.0,1.6194345067671936
0.0,1.8731082766700582
0.0,1.3367881555354637
0.0,2.5731297996233655
0.0,1.0054206747134167
0.0,1.439265812210516
0.0,1.851763126448755
0.0,0.962887065335803
0.0,2.7837129681445307
0.0,3.1110139873992733
0.0,0.9926523574547069
0.0,1.4238890258424648
0.0,0.251030999159352
0.0,0.0
0.0,1.9883060626328617
0.0,1.856304901083671
0.0,1.649519702979131
0.0,2.107679176616512
0.0,0.3610174226307339
0.0,2.6180488153979566
0.0,0.9099075101168609
0.0,1.6628525812926733
