S1488_Actual,S1488_Simulated,S00112_Actual,S00112_Simulated,S1132_Actual,S1132_Simulated
0.0,0.8908388900930552,4.820281565605037,4.297647226198552,2.9444389791664403,4.16307628472785
0.0,1.0095476808972665,4.820281565605037,3.4927564456613176,2.9444389791664403,5.7017331941264375
0.0,2.511466563717298,4.820281565605037,3.956378017569162,2.9444389791664403,1.553716471472958
0.0,2.6818264931211013,4.820281565605037,6.149072373638773,2.9444389791664403,3.5387952629641717
0.0,0.19308026247061805,4.820281565605037,3.5204257633847242,2.9444389791664403,4.374047531262613
0.0,0.0,4.825108606353353,4.294037090111602,2.9444389791664403,4.263749995646395
0.0,0.4247311866343208,4.829912458665998,4.539861926129864,2.9444389791664403,2.861573802340178
0.0,0.07123931169547193,4.8346933442663405,3.739574690929241,2.9444389791664403,2.792602844224946
0.0,0.39022067640401137,4.839451481712757,3.9074268897627285,2.9444389791664403,4.930721860569592
0.0,1.620828260434942,4.844187086458591,2.857958275223761,2.9444389791664403,4.395523092930874
0.0,0.0,4.845498562056402,3.7106101828132343,2.9444389791664403,5.786388973515838
0.0,0.7678257251193933,4.846808319938465,5.368817332229865,2.9444389791664403,5.4545247400711725
0.0,0.0,4.848116364598481,4.416102850770625,2.9444389791664403,4.645052987553355
0.0,1.7979778215832716,4.8494227005125365,4.969039648106387,2.9444389791664403,7.385902583668876
0.0,0.8755147862768434,4.850727332139201,3.608485293704206,2.9444389791664403,5.2057584306897144
0.0,0.05494184782404876,4.852030263919617,5.373762752032841,2.9444389791664403,1.453284360229818
0.0,0.36958402083374686,4.853331500277589,4.049684526006085,2.9444389791664403,5.771090822457728
0.0,1.244030581125307,4.854631045619675,3.941214276102344,2.9444389791664403,4.200640291896706
0.0,2.322689560258734,4.855928904335275,5.113315933683871,2.9444389791664403,4.51498916533195
0.0,0.7720895567095913,4.857225080796721,3.1302566931296973,2.9444389791664403,4.944246057985819
0.0,1.2798290662449143,4.858519579359367,5.280912216977276,2.9444389791664403,2.8332208258500753
0.0,0.22062976395393608,4.859812404361672,4.519495775892549,2.9444389791664403,3.410331425298031
0.0,2.478984389647938,4.90527477843843,3.751554914142024,2.9444389791664403,3.1777073311582544
0.0,1.0192974652581128,4.948759890378168,4.646132695840942,2.9444389791664403,3.254310634645061
