RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S1226_Actual,S1226_Simulated,S1155_Actual,S1155_Simulated,S1132_Actual,S1132_Simulated
0.0,1.6070859231539256,0.0,1.0042869273197643,0.0,1.4892505708600041,0.0,1.2255437662349544,0.0,0.8147718711559766
0.0,3.85203448662254,0.0,0.6193334382522273,0.0,3.1653128177877816,0.0,2.8648080266050613,0.0,2.1133043987764473
0.0,0.0,0.0,1.0643533914474381,0.0,0.8558140487791545,0.0,1.4008171916569092,0.0,0.0
0.0,0.74692431255017,0.0,0.002191908827795297,0.0,0.5165934223078398,0.0,2.1868416282250758,0.0,0.0
0.0,1.0001592877901233,0.0,2.1354524563182307,0.0,0.7060870805836091,0.0,1.717367312581767,0.0,2.172291112029989
0.0,0.6329799114374779,0.0,0.0,0.0,1.6207140092677879,0.0,0.5892299546638815,0.0,0.5200136976752657
0.0,2.5767906759307277,0.0,0.6399131640380984,0.0,2.9399535446995104,0.0,2.2685658002022704,0.0,0.0
0.0,3.9231708496258575,0.0,2.527613065243795,0.0,4.3412152272300455,0.0,2.9636634076465933,0.0,0.6535365736894172
0.0,4.086133656641513,0.0,0.0,0.0,0.0,0.0,1.2859426419168198,0.0,1.6607577460208685
0.0,1.832865830454268,0.0,1.9594834252055433,0.0,1.3874410388363583,0.0,2.7270820199276304,0.0,0.31583908037285185
0.0,2.509081908868097,0.0,1.870970208125048,0.0,2.6208881821387875,0.0,1.8047567509820404,0.0,1.3429147173824103
0.0,0.7639488658778423,0.0,0.6357242376580472,0.0,3.246039402261313,0.0,3.983757613797672,0.0,1.5105296761699076
