RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S1155_Actual,S1155_Simulated,S1151_Actual,S1151_Simulated,S1481_Actual,S1481_Simulated
0.0,0.13061218153693147,0.0,0.19903756679548096,0.0,0.0627247989161265,0.45515595477864185,2.067760709232467,0.0,0.4722537343060408,0.0,0.11086315715662766,0.0,0.05140755755911177,0.04691691978775157,0.6143608525794846,0.04691691978775157,0.794859720905366
0.0,0.3768619383066544,0.0,0.0,0.0,0.0,0.4213499186481877,2.745739737129653,0.0,2.1635268671060244,0.0,0.2975268110479414,0.0,0.10566506513675343,0.04274154837727106,0.5472923600858361,0.04274154837727106,0.5694825908859331
0.0,0.0,0.0,1.007621112336533,0.0,0.6850640829389437,0.3863609267981219,1.3940216225611168,0.0,2.776603152327645,0.0,0.0,0.0,0.0,0.038548670117235125,0.8693740775643031,0.038548670117235125,1.6501344631697008
0.0,0.0,0.0,0.654822128187347,0.0,0.5513295170224907,0.3501031787754985,1.1416264663028373,0.0,0.21345832417435262,0.0,0.7363687442922846,0.0,0.12040665984881158,0.03433813758089155,0.36786727496889554,0.03433813758089155,0.0
0.0,0.08059505608977362,0.0,0.0807434690606746,0.0,0.062284966799274255,0.3124811869859139,0.9411311871426948,0.0,0.0,0.0,0.33518316528858205,0.0,0.13021982388776873,0.03010980147137047,1.0446239787416016,0.03010980147137047,0.764381424929543
0.0,0.12603174403594125,0.0,0.0,0.0,0.0,0.27338826119463594,1.6551466546765279,0.0,2.1094500947022805,0.0,0.7258767008923883,0.0,0.15265252651552458,0.025863510589919297,1.2382007137982862,0.025863510589919297,1.1161681998682222
0.0,0.0665291484139375,0.0,0.4868549361241564,0.0,0.1432929564590605,0.23270468455819335,0.824477565574633,0.0,0.39900583283269875,0.0,0.2196366833870012,0.0,0.007554296273623376,0.021599111803461798,0.17938973610294362,0.021599111803461798,1.628261069469474
0.0,0.1398561458927909,0.0,0.16627868577725474,0.0,0.20457124365674162,0.19029550263309924,2.1042422852877367,0.0,2.0952582633809502,0.0,0.12059677383692678,0.0,0.07734194014299829,0.017316450011460875,0.9998398717715355,0.017316450011460875,0.7472784225191065
0.0,0.0,0.0,0.04905047842074364,0.0,0.0,0.1460078224319825,1.054020436654869,0.0,0.017348804071726065,0.0,0.32925098463810804,0.0,0.212562490704048,0.0130153681120703,0.757102000660463,0.0130153681120703,1.7547798310776281
0.0,0.0,0.0,0.0,0.0,0.4512221520573325,0.09966748517328153,1.7210390505903221,0.0,0.10096413186108355,0.0,0.07760834496073726,0.0,0.0036488524648224732,0.008695706967553821,0.9060986742127979,0.008695706967553821,0.5376277624437116
0.0,0.15893471484972482,0.0,0.0,0.0,0.004721984689243119,0.05107492993641579,0.0,0.0,1.4450797401902347,0.0,0.0,0.0,0.0,0.00435730536895569,0.45843705155483194,0.00435730536895569,0.0
0.0,0.08890419236168973,0.0,0.4483726182899016,0.0,0.18379793166341,0.0,1.8548453500874749,0.0,0.31008941195345446,0.0,0.40704323968925704,0.0,0.19726358908566302,0.0,0.6430221388191212,0.0,1.5241161969985138
