S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated
4.948759890378168,4.189295074572902,3.258096538021482,3.411590488688553,1.3862943611198906,1.5414280278559198,1.0986122886681098,0.08546578921313353,6.016157159698354,5.00170704510986,0.0,3.0021800730187986,7.00397413672268,6.007955147221165
4.983606621708336,4.403782217170753,3.332204510175204,3.7723587364793607,0.6931471805599453,1.3929712599385353,0.6931471805599453,0.0,5.720311776607412,5.8494963552534855,0.0,2.948987318031056,6.75110146893676,4.505019373614328
4.969813299576001,4.919383542042434,3.332204510175204,3.1326778783782947,0.6931471805599453,1.3694916031868012,0.6931471805599453,0.03615135667754313,5.713732805509369,4.509818747126004,0.0,5.311957223699005,6.760414691083428,7.21614453908944
4.976733742420574,4.288396215518357,3.332204510175204,4.228298160905627,0.6931471805599453,1.4185662478991932,0.6931471805599453,0.5416074964032136,5.717027701406222,4.852628315329432,0.0,2.943723465294834,6.716594773520978,5.228894338119614
4.997212273764115,3.782830977937449,3.332204510175204,3.9215918221117168,0.6931471805599453,1.7616380887077927,0.6931471805599453,0.137001907533971,5.71042701737487,4.681267756811086,0.0,2.254637535158338,6.7357800142423265,6.833512785059945
5.003946305945459,4.385846429826113,3.332204510175204,4.213599190650543,0.6931471805599453,2.1282141667363357,0.6931471805599453,0.0,5.697093486505405,3.9883815365921267,0.0,6.407544247933405,6.733401891837359,6.740589115296654
5.003946305945459,4.72479879107482,3.332204510175204,3.315517563123328,0.6931471805599453,0.9979628683989588,0.6931471805599453,0.22339527589531047,5.69035945432406,4.542792965345693,0.0,2.6186860243271997,6.7339969528486705,5.4125419263578385
5.003946305945459,4.374259442453975,3.332204510175204,3.776875313454285,0.6931471805599453,1.5965464858904275,0.6931471805599453,0.12291275492133293,5.683579767338681,6.4390427407422495,0.0,2.506865789801121,6.734591659972948,6.452190276062003
5.0106352940962555,4.382453019104879,3.332204510175204,4.041747521325243,0.6931471805599453,0.035276493187283764,0.6931471805599453,0.0,5.700443573390687,4.022381378802152,0.0,2.872555355781726,6.734591659972948,5.42927138957554
5.030437921392435,4.179189117434063,3.332204510175204,3.6090340731029533,0.6931471805599453,1.0752249791405328,0.6931471805599453,0.37736917022961275,5.68697535633982,5.021923929981722,0.0,3.752237250176992,6.739336627357174,5.906191020310997
5.030437921392435,4.13405783700887,3.332204510175204,2.469616361663671,0.6931471805599453,1.5670014087952417,0.6931471805599453,0.1355519675253678,5.697093486505405,4.670897497529815,0.0,6.2075332531063445,6.75343791859778,5.010896738093038
5.087596335232384,4.049541155023041,3.332204510175204,3.439300277001486,0.6931471805599453,2.4779548699969167,0.6931471805599453,0.28791550147056544,5.6937321388027,5.007298681739556,0.0,5.508096041575978,6.759255270663693,5.103060888303446
