S1488_Actual,S1488_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1132_Actual,S1132_Simulated
0.0,0.0,2.302585092994046,2.157542452532808,4.848116364598481,4.807352905542267,2.9444389791664403,2.944434154608275
0.0,0.0,2.302585092994046,2.2474182800835427,4.8494227005125365,4.718137666210176,2.9444389791664403,2.9444328612341795
0.0,0.0,2.302585092994046,2.235230017263984,4.850727332139201,4.798076374645736,2.9444389791664403,2.944437031661821
0.0,0.0,2.302585092994046,2.2382339554370754,4.852030263919617,4.843332781883134,2.9444389791664403,2.9444289728984914
0.0,0.0,2.302585092994046,1.938460823775872,4.853331500277589,4.755619328465501,2.9444389791664403,2.944441921698312
0.0,0.0,2.302585092994046,2.1081297340023943,4.854631045619675,4.801312325591831,2.9444389791664403,2.9444352776638443
0.0,0.0,2.302585092994046,2.089615870704716,4.855928904335275,4.763693098747447,2.9444389791664403,2.9444310752230463
0.0,0.0,2.302585092994046,2.028366480065078,4.857225080796721,4.835565679279081,2.9444389791664403,2.9444336262843067
0.0,0.0,2.302585092994046,2.088649577370965,4.858519579359367,4.857434722412274,2.9444389791664403,2.9444325760601737
0.0,0.0,2.302585092994046,2.1273978665025903,4.859812404361672,4.870763022312229,2.9444389791664403,2.944429659372967
0.0,0.0,2.302585092994046,2.168911543120664,4.90527477843843,4.786702542688989,2.9444389791664403,2.944426938683932
0.0,0.0,2.302585092994046,2.3157500522302072,4.948759890378168,4.820760900813956,2.9444389791664403,2.9444320820039467
