,Actual_last_5_vals,Simulated_0,Simulated_1,Simulated_2,Simulated_3,Simulated_4,Simulated_5,Simulated_6,Simulated_7,Simulated_8,Simulated_9,Simulated_10,Simulated_11,Simulated_12,Simulated_13,Simulated_14,Simulated_15,Simulated_16,Simulated_17,Simulated_18,Simulated_19,Simulated_20,Simulated_21,Simulated_22,Simulated_23,Simulated_24,Simulated_25,Simulated_26,Simulated_27,Simulated_28,Simulated_29,Simulated_30,Simulated_31,Simulated_32,Simulated_33,Simulated_34,Simulated_35,Simulated_36,Simulated_37,Simulated_38,Simulated_39,Simulated_40,Simulated_41,Simulated_42,Simulated_43,Simulated_44,Simulated_45,Simulated_46,Simulated_47,Simulated_48,Simulated_49
157,8071.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,8078.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,8085.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,8092.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,8100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,,4534.13599089726,4534.13599089726,4534.13599089726,4534.13599089726,4534.13599089726,4534.13599089726,4534.13599089726,4534.13599089726,4534.13599089726,4534.13599089726,4534.13599089726,4534.13599089726,4534.13599089726,4534.13599089726,4534.13599089726,4534.13599089726,4534.13599089726,4534.13599089726,4534.13599089726,4534.13599089726,4534.13599089726,4534.13599089726,4534.13599089726,4534.13599089726,4534.13599089726,4534.13599089726,4534.13599089726,4534.13599089726,4534.13599089726,4534.13599089726,4534.13599089726,4534.13599089726,4534.13599089726,4534.13599089726,4534.13599089726,4534.13599089726,4534.13599089726,4534.13599089726,4534.13599089726,4534.13599089726,4534.13599089726,4534.13599089726,4534.13599089726,4534.13599089726,4534.13599089726,4534.13599089726,4534.13599089726,4534.13599089726,4534.13599089726,4534.13599089726
163,,-20802.053007031234,2037.1105524992552,50550.27412759974,-31072.314624153543,52855.79764964262,1404.6156044135846,28196.71999947774,6145.20810384324,5455.220919297005,-25871.916139892914,-6139.278989726322,30941.849385301615,-11432.760015216896,18448.922152453873,5961.573478860551,17317.831032294533,20143.228000276693,20877.669747991127,1052.0266561314163,-5013.708002563155,14188.050469373868,-18065.45058985278,20811.772598345226,25619.127625234203,-19692.492821963795,-9396.810465791215,-3279.1010795700086,14398.344482970371,-8994.913072000438,5107.649074779411,36678.99976347377,-6701.261925923919,22364.773413527924,1350.9147057987684,7702.907955247913,6353.544754934788,35830.239312986356,23245.05137015958,19639.467270450128,465.5057700345328,82819.37892611213,18048.97896515861,-5818.371169069165,-18195.189543197765,34114.20668692018,3820.895459018718,24232.63649891504,-9687.885119943337,-21098.495699918065,28693.653467179
164,,27616.684612543824,11767.268802930594,-212.3160463390941,-20349.736281871625,-14944.154369497192,19530.66572916482,-8858.202930108673,23923.884247630132,21196.85264909509,-25835.23876751509,31218.065149613773,-28979.255757841092,-4310.187460114524,6151.421244952051,1183.3310109204326,-9500.077126845252,32500.200683815583,33945.954371767206,2968.102517678131,6060.562945854253,276.69363551933907,51670.38332072045,20275.7718604606,-10259.727128669438,-15914.017789991525,59381.36352965008,55685.88202243707,-17897.39116518978,15670.876428154023,11666.267931000953,8077.472573285847,-5959.756658033383,24416.54607907545,20920.2309444154,12828.775926400522,15109.93780856129,23029.076811471397,4275.394804445271,26254.14855309643,39817.89356044524,37320.05954022503,8386.40670070366,18326.323786498324,-24311.352097408348,6435.7662660104215,-6484.531960084188,21070.02889851571,-25608.262863665892,21114.49567968722,6680.669451280504
165,,9680.532726252019,22104.245423530505,12856.062186020277,18380.627793517488,1076.9275518350296,20696.573449842006,32323.464061897776,4355.027614663234,4659.8420118848035,-55706.37181664443,-14446.799118334588,33801.27836048918,13174.03571407877,530.7083227001935,13157.698767025882,-22481.869984398018,-43970.22444194107,21852.464869395833,-20724.261087779025,-5376.776913409971,2987.320306375486,20567.68567697682,16301.222732053158,7423.313045855541,-14465.345228470445,-2499.9463988863995,39220.32123620998,-7699.5049027518935,-44264.92367376131,8095.163639114547,-28906.165913476427,8039.721431854364,-20741.00167161442,17741.94234979296,-11024.706214956517,-9214.072537039017,32592.636244298617,-20513.28736171814,-12452.047348664166,11187.755870389252,12061.008601424996,39565.837983641846,-25440.31847261038,-15388.281072751251,6654.407720018799,29828.698633295637,9411.191260727377,34690.31300548766,-3931.9336586760996,4069.080208772464
166,,1771.8890268269936,9493.417713994688,-14539.797596634775,15252.789729938302,13001.406984883643,9389.380465507607,20101.844549649,45491.73590823731,47015.749245337836,28298.22437591198,7288.579378190108,-13512.274821451374,22033.718024214242,-19315.43366484756,-18613.945013493405,3144.147413484155,-4666.170656307377,28379.151606008752,-31949.597391178704,14333.616577581153,-7989.078319613992,26903.47435989782,-33225.51173375783,-39031.96676165012,-395.22641566999846,-28357.39163194206,2280.7346019403803,30819.037206557485,34372.35789458908,44850.6321080373,15053.748046956034,13736.17899936516,-23353.79730151299,1259.689310383562,-34761.61064408698,-18324.627278275617,-3452.15881466507,39912.72722052311,-9726.230342515535,-11267.990969873737,23250.820050290262,11391.986446214889,8928.902102192482,-31132.347790557353,22425.05374666521,-13464.182194109715,17221.03320754161,3745.1746941192314,-4574.271825674543,33113.82051150251
