S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,S1155_Actual,S1155_Simulated
5.583496308781699,5.905965091877481,5.147494476813453,5.406354149356674,5.1647859739235145,5.623524564790877,5.953243334287785,6.198847681621536,1.9459101490553132,2.218394196647229,2.5649493574615367,3.5535918260069694,3.8918202981106265,3.9342304055250064
5.575949103146316,5.8169122054846625,5.159055299214529,4.920839508305433,5.170483995038151,5.105732864370299,5.948034989180646,6.099439779285975,1.9459101490553132,1.7010428942194125,2.4849066497880004,3.2050278992446626,3.828641396489095,3.9277352548805684
5.572154032177765,6.06994147065485,5.170483995038151,6.153823347281598,5.176149732573829,4.824445173909556,5.953243334287785,5.957126393347291,1.9459101490553132,3.618947188314871,2.3978952727983707,3.312093206646997,3.828641396489095,4.231843408504422
5.796057750765372,5.56363224789601,5.768320995793772,5.863344705005917,5.817111159963204,5.519026757236597,6.313548046277095,5.958592846839671,1.9459101490553132,1.4302207192640493,2.70805020110221,3.45125355808448,4.1588830833596715,3.7594363259294634
5.796057750765372,6.147598852874713,5.720311776607412,5.3633916259491325,5.814130531825066,5.815668549273295,6.274762021241939,5.491573316397602,1.9459101490553132,1.7055050815811854,2.70805020110221,3.8545577833859594,4.1588830833596715,3.5628434409153966
5.84354441703136,6.488341968272096,5.726847747587197,5.202713093648692,5.814130531825066,5.666345507522132,6.272877006546167,6.063257040796354,1.9459101490553132,1.585955817781679,2.8903717578961645,4.772555257824412,4.1588830833596715,3.6910061898408286
5.8377304471659395,6.043048931047379,5.726847747587197,6.266518539220482,5.814130531825066,6.973632120276175,6.269096283706261,6.166777028753215,1.9459101490553132,2.124665253971353,2.5649493574615367,2.4212728406526494,4.174387269895637,3.967040751863321
5.834810737062605,6.332401126749711,5.739792912179234,5.308185545992891,5.817111159963204,5.688519679472948,6.285998094508865,6.933069755462892,1.9459101490553132,2.863366166778139,2.302585092994046,4.066179213535159,4.189654742026425,4.19951116739251
5.834810737062605,5.335759086311323,5.7430031878094825,5.481541091835252,5.817111159963204,5.7748517208495835,6.306275286948016,6.836438482090359,1.9459101490553132,1.9820564838974821,2.6390573296152584,4.509877661426826,4.189654742026425,3.9836937731046476
5.8377304471659395,5.611755023446526,5.723585101952381,5.483581225582919,5.820082930352362,5.490404809342104,6.333279628139691,6.172281269940208,1.9459101490553132,2.009528351802472,2.0794415416798357,4.948736665344109,4.248495242049359,4.133538011144769
5.8377304471659395,4.938090248061518,5.723585101952381,5.101890746080104,5.820082930352362,5.539053407498087,6.335054251498059,5.906023038006108,1.9459101490553132,2.4720879716189237,2.0794415416798357,3.3346959869624775,4.248495242049359,3.5693172850704245
5.840641657373398,6.644871378544721,5.726847747587197,5.320386355062884,5.820082930352362,5.279566240323924,6.327936783729195,6.326273962725156,1.9459101490553132,3.7721871112584244,2.833213344056216,2.7767667998759338,4.248495242049359,3.9745706237000253
5.840641657373398,5.746251662684469,5.726847747587197,5.161902343835759,5.823045895483019,6.110695907784204,6.327936783729195,5.880018501341813,1.9459101490553132,1.423983533072387,2.772588722239781,4.950157865348572,4.248495242049359,3.8782240929009992
