S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
1.0986122886681098,1.0077415013145123,0.0,1.571048938306501,1.992430164690206,2.3875430850499346,3.3202283191284883,1.6889869029199953,0.0,0.0,0.0,0.18393647179709674,0.5108256237659906,1.0812651235231558
1.0986122886681098,0.774312071290238,0.0,2.6340489937844307,1.9694406464655074,2.7121230606876683,3.3262343431887,1.6494158856897214,0.0,0.0,0.0,0.0,0.6061358035703155,1.3414132369983798
1.0986122886681098,0.9069474910832135,0.0,1.1958475318748696,1.9459101490553132,1.9112493931685144,3.332204510175204,0.8657469017904492,0.0,0.0,0.0,0.0,0.6931471805599453,0.3906125014510977
1.0986122886681098,1.1205047966620012,0.0,1.4288984811616714,1.9299098077088723,2.2483576196621153,3.332204510175204,1.197632838540419,0.0,0.0,0.0,0.0,0.6359887667199967,0.9268598503002617
1.0986122886681098,1.1149380347621858,0.0,2.221818770709227,1.9136492868370918,2.176058359799111,3.332204510175204,1.522217048849817,0.0,0.0,0.0,0.023611602798626397,0.5753641449035619,1.0589151048914973
1.0986122886681098,1.0376442511006017,0.0,1.4929540556637002,1.8971199848858813,1.1350035949155228,3.332204510175204,0.6665482595946388,0.0,0.0,0.0,0.4276171731402202,0.5108256237659907,1.8190141935746689
1.0986122886681098,0.7989001950489945,0.0,1.753265017942923,1.8803128665695001,2.2669984199473654,3.332204510175204,1.689927808365377,0.0,0.0,0.0,0.0,0.44183275227903923,1.216455687600038
1.0986122886681098,1.2784147063675042,0.0,2.9557314359980786,1.8632184332102,1.7082629765301567,3.332204510175204,1.529299550378374,0.0,0.0,0.0,0.2810809383663547,0.36772478012531734,0.7917593866529159
1.0986122886681098,0.7115719029353264,0.0,0.8118778218646598,1.8458266904983307,0.8469283804024701,3.332204510175204,2.3793616027452273,0.0,0.0,0.0,0.055896958596876684,0.2876820724517809,1.5255684151205817
1.0986122886681098,0.7882392038449635,0.0,0.994548741226564,1.8281271133989299,2.350451917489401,3.332204510175204,1.441307994834144,0.0,0.0,0.0,0.23607165871509558,0.20067069546215122,0.9604614660367184
1.0986122886681098,1.1823197472427571,0.0,3.4729810703866875,1.8101086078962514,2.310251229258904,3.332204510175204,1.410146094851038,0.0,0.0,0.0,0.0,0.1053605156578263,1.1084492677916056
1.0986122886681098,0.790198861233833,0.0,2.0606710910978285,1.791759469228055,2.0764186640896476,3.332204510175204,1.433119266632068,0.0,0.0,0.0,0.2883782133257406,0.0,1.0722523939320658
