S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated
0.0,1.528042598680665,0.6931471805599453,0.9419256201061317
0.0,1.0688739021103009,0.6931471805599453,0.8661727210980661
0.0,2.5229902403238555,0.6931471805599453,0.9366697823055947
0.0,0.8975807753503404,0.6931471805599453,1.0526338133408186
0.0,0.5271809343053702,0.6931471805599453,1.178177858248419
0.0,1.1773401881600172,0.6931471805599453,0.775247675928871
0.0,0.7168473296676201,0.6931471805599453,0.7938619804779588
0.0,2.130943533646449,0.6931471805599453,1.4920986248699437
0.0,2.2069152929933162,0.6931471805599453,1.2148380812325412
0.0,0.35841545466185587,0.6931471805599453,0.7842814696385229
0.0,1.584922255581258,0.6931471805599453,1.255813919104841
0.0,1.8927309902895582,0.6931471805599453,0.9346393969137256
0.0,1.4041982618955093,0.6931471805599453,1.0627727006103853
0.0,0.0,0.6931471805599453,0.9233197460775285
0.0,1.2854405001010312,0.6931471805599453,0.7861943483555043
0.0,1.5198814288921407,0.6931471805599453,1.3246832404356055
0.0,2.6596288597011837,0.6931471805599453,0.9688625473466612
0.0,2.7902851419647723,0.6931471805599453,1.6206397605532263
0.0,1.9840202821851274,0.6931471805599453,1.521611082263208
0.0,1.3257846960751436,0.6931471805599453,0.42921121803741
0.0,1.7698912859551554,0.6931471805599453,0.9934470741067369
0.0,2.054626614653694,0.6931471805599453,0.9006733978557714
0.0,0.1584960787252585,0.6931471805599453,0.37812673048726
0.0,4.13323594896282,0.0,1.3065953216064765
