RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S1488_Actual,S1488_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,S00108_Actual,S00108_Simulated
4.454347296253507,5.112958552709485,3.044522437723423,3.1324916786314416,4.31748811353631,3.9462715619334965,1.3862943611198906,1.0310430254238616
4.454347296253507,6.132025998651786,3.044522437723423,2.528129407946233,4.31748811353631,2.9866411244499456,1.3862943611198906,0.36517270122635137
4.454347296253507,4.90130759844671,3.044522437723423,0.10310147544789006,4.330733340286331,5.032901918437711,1.3862943611198906,0.8161176639431453
4.51085950651685,5.593227166943795,3.091042453358316,1.4305314173801897,4.709530201312334,5.722487365985671,1.3862943611198906,1.9608792437542837
4.672828834461906,3.0711201376208486,3.1780538303479458,4.91338569777514,4.736198448394496,4.052169098332428,1.3862943611198906,0.8368795274917327
4.672828834461906,4.385912074453252,3.1780538303479458,3.9578616257304273,4.74493212836325,3.6892735360677804,1.3862943611198906,0.0
4.6913478822291435,3.919446386612947,3.258096538021482,2.366696756683681,4.574710978503383,2.3667316554505335,1.3862943611198906,0.5680100469916772
4.955827057601261,6.029969881987618,3.258096538021482,1.0738540008299595,3.970291913552122,2.459883947499936,1.3862943611198906,1.8130729238195515
4.969813299576001,6.042355930745134,3.258096538021482,0.0,4.143134726391533,4.597148314668647,1.3862943611198906,0.0
4.969813299576001,4.337526789053976,3.258096538021482,2.408775008137641,4.127134385045092,4.85115874753819,1.3862943611198906,0.5864786254990154
4.962844630259907,4.844365757793976,3.5553480614894135,3.2567154169458914,4.248495242049359,3.8446655611300242,1.3862943611198906,1.8198862746768616
4.962844630259907,4.862293272956664,3.5553480614894135,1.8080557368176062,4.23410650459726,5.303640019442922,1.3862943611198906,1.3800630064452626
