S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1151_Actual,S1151_Simulated,S1481_Actual,S1481_Simulated
5.4680601411351315,5.315746943612542,3.1354942159291497,3.5351683455796343,2.3978952727983707,2.3448650609869333,0.6931471805599453,2.6336389706392938,4.962844630259907,4.510972925856334,3.7376696182833684,3.8233103768142858,3.091042453358316,2.431549945789797,3.258096538021482,2.7244619324435924,1.9459101490553132,3.001156803470868
5.4680601411351315,5.90950108666582,3.1354942159291497,4.488883305384359,2.3978952727983707,2.6722179366703585,0.6931471805599453,3.13256086916331,4.962844630259907,4.267742851956381,3.7376696182833684,3.788586745375255,3.091042453358316,2.1747542551942125,3.258096538021482,2.9230002053211925,1.9459101490553132,3.6022881458549905
5.4680601411351315,4.961927562751543,3.1354942159291497,3.3293625243619487,2.3978952727983707,1.343380539874361,0.6931471805599453,0.0,4.962844630259907,5.589081943033109,3.7376696182833684,4.645364120926553,3.091042453358316,3.133989575769372,3.258096538021482,1.890088610477342,1.9459101490553132,2.3599812470337715
5.4680601411351315,5.601254867814939,3.1354942159291497,3.5635916667955527,2.3978952727983707,3.04862165084194,0.6931471805599453,0.8944552130797316,4.962844630259907,3.6952046496264592,3.7376696182833684,3.7618346772321862,3.091042453358316,2.4140946290324177,3.258096538021482,2.735709292924389,1.9459101490553132,5.250222106640857
5.4680601411351315,4.854135532921787,3.1354942159291497,3.447598681870016,2.3978952727983707,2.2435215521306326,0.6931471805599453,1.4189497405467033,4.955827057601261,5.542066654938568,3.7376696182833684,3.75443529369755,3.091042453358316,4.185005772821217,3.258096538021482,3.9099121958186283,1.9459101490553132,4.761608964740095
5.458166067489932,3.866159957428078,3.1354942159291497,4.455516403053054,2.3353749158170367,2.472749097109299,0.6931471805599453,2.8156129381353923,4.9858871244070615,3.4665524359363435,3.729701448634191,4.540520435681631,3.091042453358316,3.3201525656152318,3.258096538021482,2.910737200412689,1.9459101490553132,3.232510231187742
5.448173122092414,5.493116215971091,3.1354942159291497,3.9189560613539753,2.268683541318364,1.5702257317853876,0.6931471805599453,3.930479764785332,5.015069891164122,6.34254265662038,3.721669276936927,3.802355484713292,3.091042453358316,1.8444646124212132,3.258096538021482,2.7893546836232193,1.9459101490553132,4.730045204441986
5.438079308923196,4.501967283257281,3.1354942159291497,3.472574346257736,2.1972245773362196,3.0590214570750813,0.6931471805599453,3.7089320855211962,5.043425116919247,3.664482876563753,3.713572066704308,5.2195906519891695,3.091042453358316,1.8111066618294656,3.258096538021482,1.5490316702554638,1.9459101490553132,4.446232391107833
5.438079308923196,5.500230016676375,3.1354942159291497,3.568924279486298,2.1972245773362196,1.5774075447128828,0.6931471805599453,5.019006192905533,5.043425116919247,3.3612833747530626,3.713572066704308,3.19855393607827,3.091042453358316,2.329647025985473,3.258096538021482,3.268932300026082,1.9459101490553132,2.6906129098899614
5.438079308923196,5.606663046132817,3.1354942159291497,3.5980192824994024,2.1972245773362196,2.940448914852034,0.6931471805599453,2.8885473806670268,5.043425116919247,4.8702215521485845,3.713572066704308,3.529808793258306,3.091042453358316,3.668192960842581,3.258096538021482,2.8361450882246535,1.9459101490553132,3.4790987571080345
5.438079308923196,4.568604809541936,3.1354942159291497,3.6562716918786125,2.1972245773362196,1.8254296365158869,0.6931471805599453,2.0471060892020247,5.043425116919247,4.299802401897605,3.713572066704308,2.436572595171099,3.091042453358316,2.9668356183898568,3.258096538021482,4.089407174712686,1.9459101490553132,0.7106068965801033
5.438079308923196,5.459505995620145,3.1354942159291497,2.463478655012077,2.1972245773362196,3.0401746687495996,0.6931471805599453,1.9141841346637833,5.043425116919247,4.890783822720423,3.713572066704308,3.611235548401668,3.091042453358316,2.559163393665207,3.258096538021482,2.156200617037448,1.9459101490553132,1.7571849684333727
