S00117_Actual,S00117_Simulated,S1226_Actual,S1226_Simulated,S1155_Actual,S1155_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
6.697034247666484,6.544627715346055,3.713572066704308,3.5956801464788457,2.5649493574615367,2.599013406349761,4.143134726391533,4.108846500182435,3.912023005428146,4.124104547864934,1.791759469228055,2.6237983037050836
6.697034247666484,6.5737551977008994,3.713572066704308,3.6856932065001873,2.5649493574615367,2.728665573296089,4.143134726391533,4.083479614432779,3.912023005428146,4.151858443206146,1.791759469228055,3.2768674551503483
6.697034247666484,6.365269935129306,3.713572066704308,3.619478807005098,2.5649493574615367,2.613441568015194,4.143134726391533,4.186320303185429,3.912023005428146,4.19040469236859,1.791759469228055,3.2061139986897764
6.697034247666484,6.642093166595992,3.713572066704308,3.583167429603464,2.5649493574615367,2.570423653136973,4.143134726391533,4.199082513082352,3.912023005428146,4.166067197523146,1.791759469228055,2.5139242835344766
6.697034247666484,6.539274263098906,3.713572066704308,3.639016300976185,2.5649493574615367,2.6083520179087683,4.143134726391533,4.088516608793949,3.912023005428146,4.159616655928378,1.791759469228055,2.39289668443277
6.697034247666484,6.454256630329384,3.713572066704308,3.578633800826602,2.5649493574615367,2.65124076932456,4.143134726391533,4.1330814979812365,3.912023005428146,4.130029252775826,1.791759469228055,3.3856360962571
6.695798917058491,6.475934096499312,3.713572066704308,3.636206178503921,2.5649493574615367,2.6825898243082498,4.143134726391533,4.155185183979183,3.912023005428146,4.1594020789891655,1.791759469228055,4.67620621165803
6.695798917058491,6.582909568222337,3.713572066704308,3.537674111729739,2.5649493574615367,2.5979622351589713,4.143134726391533,4.188297105881622,3.912023005428146,4.069499182734013,1.9459101490553132,2.173852444012535
6.69641677311769,6.432127082395076,3.713572066704308,3.545047668843276,2.5649493574615367,2.5822443877671653,4.143134726391533,4.099530125220743,3.912023005428146,4.104757461766342,1.9459101490553132,2.103316594732339
6.697034247666484,6.475946507872419,3.713572066704308,3.585200605474574,2.5649493574615367,2.7196531691021315,4.143134726391533,4.115824626096068,3.912023005428146,4.1310645705174585,1.9459101490553132,2.147353601467865
6.697651341175731,6.765495972043942,3.713572066704308,3.552712648611772,2.5649493574615367,2.493111209194972,4.143134726391533,4.024759303035705,3.912023005428146,3.900924638593587,1.9459101490553132,2.3157768513635855
6.698268054115413,6.594757034877701,3.713572066704308,3.6126153726894086,2.5649493574615367,2.5245475911722925,4.143134726391533,4.127861865775,3.912023005428146,4.237396639218361,1.9459101490553132,2.6075464711133494
