RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00122_Actual,S00122_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S1155_Actual,S1155_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
0.0,0.13061218153693147,0.0,0.19903756679548096,0.7908364257211205,2.067760709232467,0.0,0.4722537343060408,0.0,0.11086315715662766,0.0,0.05140755755911177,0.09570708395718364,0.6143608525794846,0.0,0.5357143502130369,0.09570708395718364,0.794859720905366
0.0,0.01982226159657642,0.0,0.0,0.7667871704884506,1.1265269240755096,0.0,0.7745559652430292,0.0,0.0,0.0,0.3236730722251366,0.09173093557754416,0.9918505474828138,0.0,1.054333049342534,0.09173093557754416,1.2760054835027257
0.0,0.4855881000413147,0.0,0.0,0.7421452665515222,2.5390435774983526,0.0,0.5951636372239337,0.0,0.2906491146706861,0.0,0.0,0.08773891430800683,0.8885581695877642,0.0,0.5972282462946396,0.08773891430800683,1.422317015524631
0.0,0.44566805097462514,0.0,0.22528997923704286,0.71688076489204,2.4929712639095083,0.0,0.44650590486370995,0.0,0.0,0.0,0.42188198257477777,0.08373089291046804,0.4742662101822184,0.0,0.2628416429988342,0.08373089291046804,0.8414081709855121
0.0,0.23916003664534435,0.0,0.15954061638914085,0.6909613873399651,2.8783756237214884,0.0,0.0,0.0,0.0,0.0,0.0,0.07970674261074254,0.5286762759371355,0.0,0.2221582848846439,0.07970674261074254,0.0
0.0,0.1773198902508169,0.0,0.09424000448712042,0.6643522786120012,1.3078699990185236,0.0,2.6606586464915982,0.0,0.28038234553404673,0.0,0.06310008655795613,0.0756663330737376,0.6533236104838919,0.0,0.7257273101331108,0.0756663330737376,0.5928596973333512
0.0,0.3622818870393141,0.0,0.2638424818330686,0.6370157244482506,2.6234170211107917,0.0,1.7340752667161317,0.0,0.1314181763729394,0.0,0.16279891186655443,0.07160953237812315,0.8010238651005186,0.0,0.0,0.07160953237812315,1.3866080167389856
0.0,0.0,0.0,0.0,0.6089108301281418,0.7364720806531349,0.0,2.7175861873594336,0.0,0.009611625162574439,0.0,0.2207591586842376,0.06753620699048736,0.9150845683311284,0.0,1.4510091179515399,0.06753620699048736,0.9831407429544942
0.0,0.7583409729155594,0.0,0.47345659825324604,0.5799931524885629,1.3430596301395274,0.0,1.0734173323370721,0.0,0.16739143509018223,0.0,0.22936677259141083,0.06344622173896218,0.22888412664271346,0.0,0.0,0.06344622173896218,0.09468425518896728
0.0,0.0,0.0,0.0,0.5502142771329512,0.16767007160858238,0.0,1.6800455338387232,0.0,0.0,0.0,0.0,0.059339439786308804,1.342269706696979,0.0,0.5362441730979204,0.059339439786308804,1.4710034702480521
0.0,0.8205443568601677,0.0,0.0,0.5195213307335447,2.2302152086244043,0.0,0.0,0.0,0.09404910011942957,0.0,0.23227745835369099,0.055215722602446685,1.3573832168290811,0.0,0.0,0.055215722602446685,0.15240217857991378
0.0,0.0,0.0,0.2669559217515412,0.4878564160895768,0.560150302606659,0.0,0.4444737140777759,0.0,0.7735458790242862,0.0,0.20957451829506202,0.05107492993641532,1.2192399243476921,0.0,0.6664745410903177,0.05107492993641532,1.0186195524529638
0.0,0.6934383833758431,0.0,0.17322369154547698,0.45515595477864185,2.1758360935141567,0.0,0.0,0.0,0.1709610228273569,0.0,0.0,0.04691691978775157,0.33244466358489116,0.0,0.0,0.04691691978775157,0.7981902337317364
