S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S1905_Actual,S1905_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1151_Actual,S1151_Simulated
4.672828834461906,4.189295074572902,3.1354942159291497,3.411590488688553,0.0,0.08546578921313353,5.964863865310803,5.00170704510986,0.0,3.0021800730187986,6.875748482847051,6.007955147221165,2.302585092994046,2.133853788746623
4.709530201312334,3.7510443178421355,3.1354942159291497,3.831303041424773,0.0,0.0,6.003887067106539,5.469831299378519,0.0,3.67980090990849,6.887552571664617,4.032405083047724,2.302585092994046,3.1580107097257426
4.727387818712341,4.09647421336817,3.1354942159291497,4.316423182034928,0.0,0.0,6.021023349349527,5.721304743607756,0.0,5.877428503101993,6.893656354602635,5.381271100275905,2.302585092994046,2.6547620675817214
4.727387818712341,3.8609227746094072,3.1354942159291497,2.6311647713270085,0.0,0.33018435312054273,6.0330862217988015,4.741873531978152,0.0,0.2550960841739873,6.893656354602635,5.4392107090951995,2.302585092994046,2.7920146730557587
4.74493212836325,3.6896577635244423,3.1354942159291497,3.008101926125694,0.0,0.0,6.025865973825314,6.766296748733955,0.0,0.5960585139984569,6.904750769961838,5.251104106843457,2.4849066497880004,2.6631582389734287
4.74493212836325,4.607527937251166,3.1354942159291497,4.432337925469293,0.4054651081081644,0.06280841887504666,6.02707297457535,6.310373719086555,0.0,4.744306223795526,6.90625415285587,6.655263273723973,2.4849066497880004,2.456658764156782
4.74493212836325,3.2754443546284455,3.1354942159291497,4.499486929172028,0.6931471805599453,0.2185893642390597,6.028278520230698,3.627970806692213,0.0,3.7130748223803014,6.907755278982137,7.383732043361006,2.4849066497880004,1.7256416507208503
4.742029368705289,3.944985283154691,3.1354942159291497,2.5119597727200693,0.6931471805599453,0.0,6.025060496536498,3.566389649093363,0.0,1.1273612011807337,6.914068641038729,7.786737467123036,2.4849066497880004,3.4847530490724736
4.73911815849783,3.9490464499950204,3.1354942159291497,3.7395039901013,0.6931471805599453,0.0,6.021832083724378,5.107578005234084,0.0,0.8691852980734245,6.920342394487609,4.221395608026012,2.4849066497880004,2.7391361056753105
4.736198448394496,3.7709505698146755,3.1354942159291497,3.595477081907607,0.6931471805599453,0.45329879182129096,6.018593214496234,4.361332879673813,0.0,2.059680319373526,6.926577033222725,5.621846266053715,2.4849066497880004,2.2525748424557466
4.736198448394496,4.068427163128175,3.1354942159291497,2.7550390529072324,0.6931471805599453,0.3942698850802525,5.91350300563827,5.356115209982861,0.0,6.835621502192055,6.892641641172089,6.499951066510389,2.4849066497880004,4.094875252903675
4.762173934797756,3.5476925909580976,3.258096538021482,3.522863499197735,0.6931471805599453,0.727679866965315,5.918893854273146,6.710318374171621,0.0,3.283387903043481,6.90875477931522,6.80107001253533,3.4657359027997265,1.6521527858691645
4.948759890378168,3.0328170445639957,3.258096538021482,1.488324844511744,1.0986122886681098,0.3641107396261417,6.016157159698354,6.075028059016283,0.0,1.4590142971731772,7.00397413672268,6.002003389599718,3.5263605246161616,2.039478888833837
4.983606621708336,4.603313624965109,3.332204510175204,2.8501715569174175,0.6931471805599453,0.041627205451287695,5.720311776607412,4.976460486230096,0.0,2.8871410385385623,6.75110146893676,5.264524087059185,3.5553480614894135,2.461008871368115
4.969813299576001,4.072437030681477,3.332204510175204,4.020545606514185,0.6931471805599453,0.07041451948302235,5.713732805509369,4.414574685405513,0.0,1.3566459273248388,6.760414691083428,4.036113819868766,3.5553480614894135,1.5366147236628056
4.976733742420574,4.139982390832128,3.332204510175204,3.3795682573820933,0.6931471805599453,0.31162900873005184,5.717027701406222,6.348811267669159,0.0,1.748634447302901,6.716594773520978,4.340913941304075,3.6375861597263857,2.082950510140028
4.997212273764115,4.844248574395683,3.332204510175204,4.045207806837255,0.6931471805599453,0.0,5.71042701737487,4.093733759322684,0.0,0.9055796600796264,6.7357800142423265,5.778808151826083,3.6375861597263857,1.6528457096015932
5.003946305945459,4.043386979414882,3.332204510175204,4.500853914954033,0.6931471805599453,0.3056666083638564,5.697093486505405,4.892221730687738,0.0,2.8331418906789656,6.733401891837359,4.481097808940375,3.6375861597263857,2.7702086717914516
5.003946305945459,4.299303133014901,3.332204510175204,4.261799419397849,0.6931471805599453,0.12412365773480319,5.69035945432406,4.827052022360173,0.0,5.678495665310575,6.7339969528486705,4.032726900201578,3.6375861597263857,0.866703364962863
5.003946305945459,4.199056686698438,3.332204510175204,3.0468578017709285,0.6931471805599453,0.0,5.683579767338681,5.197624539188381,0.0,3.6892445883552325,6.734591659972948,7.145070128427793,3.6375861597263857,2.482510692320511
5.0106352940962555,3.8304292717620707,3.332204510175204,3.570473399984419,0.6931471805599453,0.013205945348339007,5.700443573390687,5.204144864118808,0.0,3.052042677477665,6.734591659972948,6.27782492747345,3.6375861597263857,3.92481345092396
5.030437921392435,4.524532156551682,3.332204510175204,3.5901086667046163,0.6931471805599453,0.21021899412122547,5.68697535633982,6.033079433002591,0.0,1.9290317710813023,6.739336627357174,6.935343278930412,3.6375861597263857,3.1975778717338885
5.030437921392435,4.065417365117917,3.332204510175204,4.144359360473213,0.6931471805599453,0.38850485782580946,5.697093486505405,4.136513848183903,0.0,1.5162161499657585,6.75343791859778,5.013392131257616,3.6375861597263857,1.3495433575753024
5.087596335232384,4.465885412563288,3.332204510175204,4.397536461341464,0.6931471805599453,0.08316325452463127,5.6937321388027,4.093120686332548,0.0,4.268424313702749,6.759255270663693,6.22939136155615,3.713572066704308,1.9956766610596255
