RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S1488_Actual,S1488_Simulated,S00112_Actual,S00112_Simulated
3.1354942159291497,3.3944648510557793,1.791759469228055,1.8846891797460226,1.0986122886681098,1.539752183574873,6.863803391452954,5.996123387695626
3.1354942159291497,3.491374962200558,1.791759469228055,1.7863232747312923,1.0986122886681098,1.217556645055898,6.893656354602635,6.6144196851160775
3.1354942159291497,2.1273999705450084,1.791759469228055,1.4381087380574762,1.0986122886681098,1.884857453508662,6.904750769961838,5.395209610560224
3.1354942159291497,4.1448955977606134,1.791759469228055,1.5878076791940885,1.0986122886681098,2.333657547873953,6.907755278982137,6.14085436059799
3.1354942159291497,3.9165148406892385,1.791759469228055,2.0325245833517176,1.0986122886681098,2.2385510095909575,6.926577033222725,3.958743243516205
3.258096538021482,3.599779156164963,1.791759469228055,2.0100427297204417,1.0986122886681098,1.0929673696707778,6.903747257584598,6.19328772357817
3.258096538021482,3.1285212525829125,2.772588722239781,2.8101027766764455,1.3862943611198906,2.7463777478875167,7.00397413672268,6.530447325217759
3.332204510175204,2.6989819081374016,2.6390573296152584,2.0393699206176876,0.6931471805599453,1.6081122606812521,6.760414691083428,6.44391634724106
3.332204510175204,2.2466822943133984,2.6390573296152584,2.2202738521427587,0.6931471805599453,1.9500883319985174,6.7357800142423265,4.5731576107499645
3.332204510175204,3.007159922862158,2.6390573296152584,2.1437118403958255,0.6931471805599453,1.5962452909177878,6.734591659972948,5.572313174083744
3.332204510175204,2.51021697841024,2.6390573296152584,4.20469479289089,0.6931471805599453,1.6840080914098547,6.738152494595957,4.214994692663405
3.332204510175204,3.763672340816076,2.6390573296152584,1.4247995543148535,0.6931471805599453,1.316758171943853,6.7580945044277305,5.762841650856196
