RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00112_Actual,S00112_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated
5.159055299214529,5.41314405009518,5.170483995038151,5.634506233527824,5.627621113690637,5.480459152123185,3.8066624897703196,4.348547832773054,4.465908118654584,4.783498160118609
5.1298987149230735,5.397237022588726,5.1647859739235145,5.532975384728941,5.634789603169249,5.588219623032673,3.784189633918261,3.4148829978476196,4.454347296253507,5.272822910878757
5.762051382780177,5.596575109233713,5.817111159963204,5.402728836386044,5.8944028342648505,5.772391645365374,4.430816798843313,4.700952933078493,4.663439094112067,4.057427261026351
5.726847747587197,4.422891059124516,5.814130531825066,5.120773196767021,5.921578419643816,5.656442217747639,4.430816798843313,4.459234793754688,4.663439094112067,5.7711047809689004
5.739792912179234,5.1676616924468135,5.817111159963204,4.951342248947462,5.963579343618446,6.094958439853274,4.442651256490317,3.664793265097024,4.663439094112067,4.141467629272902
5.723585101952381,5.907450859435065,5.820082930352362,5.683358030106101,5.968707559985366,4.715513965826597,4.418840607796598,4.162235952787452,4.663439094112067,5.732525345768962
5.726847747587197,5.804538693958915,5.823045895483019,5.252208262387185,5.968707559985366,5.907008243741188,4.406719247264253,3.28269652087097,4.663439094112067,4.928797660979637
5.720311776607412,5.742140167679195,5.811140992976701,5.162989490225226,5.983936280687191,5.534921147006163,4.382026634673881,3.7126479473243155,4.663439094112067,4.755793779074242
5.707110264748875,5.11201421005026,5.811140992976701,5.785084791137036,5.726847747587197,5.874620189933417,4.356708826689592,4.657009467723362,4.663439094112067,4.5685111317651295
5.733341276897746,5.9750100620677,5.811140992976701,5.410687516016584,5.739792912179234,5.814917272691966,4.356708826689592,4.792011022121583,4.663439094112067,4.631991871633737
5.717027701406222,5.360797609749563,5.808142489980444,6.439439566131101,5.726847747587197,5.328611941796861,4.356708826689592,4.349590813849868,4.663439094112067,5.166801126326128
5.707110264748875,5.038633340753611,5.755742213586912,5.38936093659522,5.755742213586912,6.098026477796647,4.343805421853684,3.9809837822585963,4.672828834461906,5.956562837031413
