RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
3.367295829986474,3.2213065757711092,3.1354942159291497,2.5303576481378562,0.0,0.9905216270195651,3.784189633918261,3.1506115414840274,5.181783550292085,3.5229343997453917,3.044522437723423,2.3890504800855394,0.0,1.1165674294446044
3.367295829986474,3.812760788193661,3.1354942159291497,3.016250227128658,0.0,1.7503142899726702,3.784189633918261,4.0471386682259,5.181783550292085,3.735412862584416,3.044522437723423,1.7480945729933968,0.0,2.440578767602853
3.367295829986474,3.7147254081853567,3.1354942159291497,3.057586411866211,0.0,2.292452874034748,3.784189633918261,3.2944730337728796,5.181783550292085,1.2543421930292102,3.044522437723423,3.0911712434498093,0.0,0.8779544295347468
3.367295829986474,3.456488698661123,3.1354942159291497,2.704368512864439,0.0,0.0,3.784189633918261,2.948101573600018,5.181783550292085,3.532517003700907,3.044522437723423,2.7480852107269835,0.0,0.0
3.367295829986474,2.8383432593436346,3.1354942159291497,2.5573628960597046,0.0,0.2346110583799168,3.784189633918261,2.9085733431719585,5.181783550292085,3.7548239454809322,3.044522437723423,2.61462128151996,0.0,3.4612380135657235
3.367295829986474,2.9936245317295134,3.1354942159291497,2.878880441630408,0.0,0.597689753674191,3.784189633918261,2.2479449633563524,5.181783550292085,2.7691794939077323,3.044522437723423,1.2595278272171375,0.0,2.436950063912507
3.367295829986474,3.182927771908306,3.1354942159291497,2.6858670995803533,0.0,1.6648541548092701,3.784189633918261,2.948925041171516,5.181783550292085,4.711378566864198,3.044522437723423,2.572674805675065,0.0,0.1134891692590847
3.367295829986474,3.654893869274551,3.1354942159291497,3.6678619062981643,0.0,0.0,3.784189633918261,2.637041240443409,5.181783550292085,4.048337554981108,3.044522437723423,2.0636538942940836,0.0,1.0431578403103985
3.367295829986474,3.454703892442813,3.1354942159291497,3.2799257692164976,0.0,0.020680498502219757,3.784189633918261,3.0107957925520896,5.181783550292085,4.538041484411087,3.044522437723423,1.5182901145379568,0.0,0.25480746684892597
3.367295829986474,3.4829532900762787,3.1354942159291497,2.917467250610681,0.0,1.0710799540245717,3.784189633918261,2.7622448820271597,5.181783550292085,4.0809189307823015,3.044522437723423,1.6015015218206559,0.0,0.0
3.367295829986474,3.3534215376729275,3.1354942159291497,2.7655399298930514,0.0,0.7309604839989731,3.784189633918261,4.3062043821011695,5.181783550292085,4.674399958442153,3.044522437723423,2.7761956908800123,0.0,2.4352995122892582
3.367295829986474,2.811147603977357,3.1354942159291497,2.4870918578080503,0.0,1.2276227374261701,3.784189633918261,3.9079015935235564,5.181783550292085,1.6031306172581883,3.044522437723423,2.5249000729929536,0.0,0.22523943069415864
