,Actual_last_5_vals,Mean_Simulation,Simulated_1,Simulated_33,Simulated_44,Simulated_12,Simulated_20,Simulated_29,Simulated_49,Simulated_19,Simulated_3,Simulated_2,Simulated_48,Simulated_36,Simulated_31,Simulated_13,Simulated_14,Simulated_28,Simulated_42,Simulated_11,Simulated_38,Simulated_41,Simulated_34,Simulated_24,Simulated_22,Simulated_0,Simulated_39,Simulated_8,Simulated_37,Simulated_35,Simulated_7,Simulated_46,Simulated_45,Simulated_4,Simulated_32,Simulated_23,Simulated_40,Simulated_18,Simulated_6,Simulated_15,Simulated_30,Simulated_5,Simulated_17,Simulated_43,Simulated_21,Simulated_26,Simulated_27,Simulated_47,Simulated_10,Simulated_25,Simulated_16,Simulated_9
0,8071.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8078.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,8085.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8092.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,8100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14,4534.14
6,,9312.24,2037.11,1350.91,34114.21,-11432.76,14188.05,5107.65,28693.65,-5013.71,-31072.31,50550.27,-21098.5,35830.24,-6701.26,18448.92,5961.57,-8994.91,-5818.37,30941.85,19639.47,18048.98,7702.91,-19692.49,20811.77,-20802.05,465.51,5455.22,23245.05,6353.54,6145.21,24232.64,3820.9,52855.8,22364.77,25619.13,82819.38,1052.03,28196.72,17317.83,36679.0,1404.62,20877.67,-18195.19,-18065.45,-3279.1,14398.34,-9687.89,-6139.28,-9396.81,20143.23,-25871.92
7,,10146.58,11767.27,20920.23,6435.77,-4310.19,276.69,11666.27,6680.67,6060.56,-20349.74,-212.32,21114.5,23029.08,-5959.76,6151.42,1183.33,15670.88,18326.32,-28979.26,26254.15,8386.41,12828.78,-15914.02,20275.77,27616.68,39817.89,21196.85,4275.39,15109.94,23923.88,21070.03,-6484.53,-14944.15,24416.55,-10259.73,37320.06,2968.1,-8858.2,-9500.08,8077.47,19530.67,33945.95,-24311.35,51670.38,55685.88,-17897.39,-25608.26,31218.07,59381.36,32500.2,-25835.24
8,,2596.79,22104.25,17741.94,6654.41,13174.04,2987.32,8095.16,4069.08,-5376.78,18380.63,12856.06,-3931.93,32592.64,8039.72,530.71,13157.7,-44264.92,-25440.32,33801.28,-12452.05,39565.84,-11024.71,-14465.35,16301.22,9680.53,11187.76,4659.84,-20513.29,-9214.07,4355.03,9411.19,29828.7,1076.93,-20741.0,7423.31,12061.01,-20724.26,32323.46,-22481.87,-28906.17,20696.57,21852.46,-15388.28,20567.69,39220.32,-7699.5,34690.31,-14446.8,-2499.95,-43970.22,-55706.37
9,,4652.15,9493.42,1259.69,22425.05,22033.72,-7989.08,44850.63,33113.82,14333.62,15252.79,-14539.8,-4574.27,-3452.16,13736.18,-19315.43,-18613.95,34372.36,8928.9,-13512.27,-9726.23,11391.99,-34761.61,-395.23,-33225.51,1771.89,-11267.99,47015.75,39912.73,-18324.63,45491.74,17221.03,-13464.18,13001.41,-23353.8,-39031.97,23250.82,-31949.6,20101.84,3144.15,15053.75,9389.38,28379.15,-31132.35,26903.47,2280.73,30819.04,3745.17,7288.58,-28357.39,-4666.17,28298.22
10,,5104.2,3588.81,-4104.61,14186.42,10187.52,-36541.72,-7853.4,-15245.88,13829.73,5293.75,84.32,7649.92,2248.33,-3653.57,-16270.53,-16923.77,-10188.76,30313.85,5124.78,29762.74,-4022.31,34621.21,-16984.73,-17169.56,24790.48,-19394.49,-37042.2,-30472.42,13925.32,-4693.18,27025.01,21395.98,17555.27,24458.35,-15691.47,34733.18,-3464.63,-32235.32,21512.06,-3808.83,66837.74,-13305.68,71431.67,32603.54,33391.7,-15005.6,18675.77,-36301.2,23572.19,42629.6,-15845.56
11,,4631.28,21329.19,20913.32,-16000.66,5436.22,-18474.26,-2182.36,-8058.37,63859.7,941.96,23015.62,-8515.48,7428.57,38792.49,10918.73,-7840.24,7107.27,33068.41,10504.76,-16385.1,-26688.26,1973.01,14611.31,-28395.48,-5324.61,30355.5,344.56,20798.04,-6590.96,-27666.9,35645.83,-40904.78,35692.13,28295.51,14050.05,15033.99,-3673.19,-65.61,2532.89,-26231.31,-5998.17,4892.74,-13935.46,-21312.53,16374.71,9192.21,-38318.84,60783.43,-30348.74,44563.75,6019.62
12,,5109.62,14798.61,-2066.71,34768.26,28140.88,5453.21,-8998.6,21469.14,15917.28,-7113.95,5525.8,1093.0,30677.3,-45245.71,-2460.87,-1594.97,22425.51,-6045.22,22900.42,-2240.84,44830.76,-17942.89,-31077.59,-10355.17,-4649.91,37967.64,13881.24,22556.66,32836.33,59531.08,-17673.91,-1984.59,42163.22,2735.71,12650.63,-3511.91,-38642.14,21840.1,-16347.63,30866.59,-39197.11,-56851.77,12393.59,6414.44,13932.01,-17281.9,-10285.4,26495.26,3603.87,33595.79,-24414.66
13,,4438.04,16526.12,-41386.99,74.47,-14139.22,2107.67,2172.65,-8170.0,-4947.18,9757.58,25873.78,-14083.7,-26353.88,-12733.29,24900.67,-12428.03,6990.19,682.98,-16727.21,-2575.19,-46.83,47338.65,6382.92,-15376.26,32496.75,26698.54,-5219.34,-478.77,-22830.54,16917.46,51869.75,3326.59,4260.49,-7772.33,-7769.34,-3724.01,-15764.86,37455.11,41670.51,-14172.61,21262.41,-1458.58,11926.16,20851.2,38287.81,41740.08,10766.84,-28145.35,39435.53,-22223.71,-21343.84
14,,4491.94,2755.53,1987.39,10919.62,7871.14,1804.22,-9470.47,13480.86,1154.3,15240.48,14599.72,49350.37,2066.63,-399.75,14447.74,30497.02,28875.8,29485.08,9753.32,-11759.14,35031.05,12775.83,27965.97,-3819.17,-12668.39,8897.35,12749.16,-1161.09,-6641.51,-5597.92,-11513.21,18076.2,-7543.52,-26196.95,29946.11,-22494.08,-18576.89,17866.55,-40418.64,6574.89,-17474.82,-28666.59,4870.65,24955.42,5272.37,3289.23,6192.09,4348.78,-29257.6,28472.19,-3316.33
15,,1120.6,-844.78,990.01,-1628.02,-7241.32,14464.11,24756.5,-14519.49,14896.81,-17917.12,-4159.23,19987.12,-12213.6,-5868.35,34713.77,41352.87,-9607.39,-20214.34,17963.15,-21712.57,16691.47,-8375.1,5259.92,-12912.67,26647.52,929.86,-34282.88,-14774.85,-38034.09,4777.78,-1635.81,34577.93,-12993.71,31476.39,-15398.3,2341.35,-2795.49,7432.3,30179.73,43023.71,32079.18,30458.95,-9500.44,-13126.21,-51239.24,-36606.76,-55676.58,-16328.03,4420.42,19864.99,36350.64
16,,5333.7,-22642.42,1091.82,-3630.5,15907.16,-18611.88,-7486.94,10576.17,14270.65,11208.39,20995.65,1786.38,-10744.09,-1359.44,42983.02,-4997.35,13436.68,-5438.55,-47.48,-24575.47,2619.19,19994.08,-9032.58,1042.3,-18439.28,23943.78,29912.43,-13339.67,32456.6,-8933.12,14810.34,-9071.02,29453.36,-8350.38,40556.48,8419.98,39379.23,30770.09,-15267.93,-21742.35,2745.6,8958.79,15444.0,27016.82,9054.56,-40274.39,21982.13,36224.36,-25209.14,-8409.05,17248.23
