S00122_Actual,S00122_Simulated,S1488_Actual,S1488_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated
0.0,0.19170098661429782,0.0,0.051733357324998425,0.0,0.46172097945521134,0.0,0.11196008221551346,0.09785579000375867,0.46128570284664755,0.0,0.046991420998253174,0.0,0.19702941544705932,0.09785579000375867,0.6025512276968152,0.0,0.5169270278182613
0.0,0.0,0.0,0.3429769996448784,0.0,1.0706135954623233,0.0,0.02089717251901993,0.08934510033585,0.0,0.0,0.0,0.0,0.0,0.08934510033585,0.4469611766267233,0.0,2.7887161538267944
0.0,0.0,0.0,0.007927248826550728,0.0,0.8188734696759581,0.0,0.0,0.08076135664445859,0.6788126638590619,0.0,0.019610962007886236,0.0,0.29700590951501404,0.08076135664445859,0.7894957543374337,0.0,0.9506789653356085
0.0,0.03480863040565957,0.0,0.0,0.0,2.7010423588366055,0.0,0.23484661827024397,0.07210329390134397,0.8781553877820769,0.0,0.0,0.0,0.0,0.07210329390134397,0.28505642668220765,0.0,2.9699700975466277
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06336961393258933,0.656910302802594,0.0,0.0,0.0,0.0,0.06336961393258933,0.0,0.0,0.16290432821915535
0.0,0.0,0.0,0.26268760216345566,0.0,0.9154303577796076,0.0,0.27425437303165145,0.0545589842504345,0.0,0.0,0.0,0.0,0.0,0.0545589842504345,0.0,0.0,0.3195045991633334
0.0,0.0,0.0,0.09905313246334996,0.0,0.40826177262499114,0.0,0.0,0.04567003683318844,0.9368291042071237,0.0,0.23767935556942796,0.0,0.8747873274051792,0.04567003683318844,0.4945607433310853,0.0,0.0
0.0,0.0,0.0,0.09744986228006422,0.0,1.265381798553973,0.0,0.389857638179906,0.036701366850428,0.4737264694643594,0.0,0.0,0.0,1.3199214703183795,0.036701366850428,1.0266564895435173,0.0,0.8205046261786311
0.0,0.0,0.0,0.20604455028825963,0.0,0.0,0.0,0.0,0.027651531330510157,0.33047385625311987,0.0,0.0,0.0,0.0,0.027651531330510157,0.6031036223985086,0.0,2.199673722841992
0.0,0.6752114801897,0.0,0.0859544840640439,0.0,2.1500132813616286,0.0,0.8441627393848267,0.018519047767237597,0.15724474416063233,0.0,0.0,0.0,0.5045874788519609,0.018519047767237597,0.3505309741594361,0.0,0.5476670041286703
0.0,0.6159775003732506,0.0,0.0,0.0,1.4749528120184376,0.0,0.2498284563966253,0.009302392662313554,0.7174641844264487,0.0,0.04220827925224946,0.0,0.7692476053136696,0.009302392662313554,0.786888844106475,0.0,0.10375987855961538
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3383751691998262,0.0,0.26691265840353967,0.0,1.0428658126363002,0.0,0.10896941741178812,0.0,0.6298866321351421
