UselessImportCheck_Actual,UselessImportCheck_Simulated
0.6931471805599453,0.9419256201061317
0.6931471805599453,0.26309182568040734
0.6931471805599453,0.515671844650216
0.6931471805599453,0.16545856769567036
0.6931471805599453,0.48029554710101147
0.6931471805599453,1.9984861592543641
0.6931471805599453,0.5417963163381414
0.6931471805599453,0.7486949218918667
0.6931471805599453,0.026006090195246245
0.6931471805599453,1.094236109504051
0.6931471805599453,1.2231573990116753
0.6931471805599453,1.5682971129734617
0.6931471805599453,0.736737659441471
0.6931471805599453,1.6262881274113488
0.6931471805599453,1.9271399147804456
0.6931471805599453,1.2961731420087168
0.6931471805599453,0.3048813844222945
0.6931471805599453,0.368963131083779
0.6931471805599453,1.452607201951307
0.6931471805599453,1.116119663326771
0.6931471805599453,0.807887761195412
0.6931471805599453,1.5238638471420654
0.6931471805599453,0.6810730387134953
0.0,0.395766130481792
