DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1481_Actual,S1481_Simulated
3.258096538021482,2.5129296442372437,0.0,0.502759145915681
3.258096538021482,3.5767553972188058,0.0,0.23843273118149977
3.258096538021482,2.6902575269437183,0.0,0.1169834067910156
3.258096538021482,3.158629767008102,0.0,0.44654932168754796
3.258096538021482,2.3613795319822075,0.0,0.0
3.258096538021482,2.0931784006929597,0.0,0.8066159427251194
3.258096538021482,2.435092502400952,0.15415067982725825,0.7664803877495369
3.258096538021482,2.0777640911795565,0.2876820724517809,0.8873071915134388
3.258096538021482,1.961294805423646,0.4054651081081644,0.9397600132367605
3.258096538021482,2.5297280344650854,0.5108256237659906,1.393195621940162
3.258096538021482,1.6647760703846268,0.6061358035703155,0.4114815407490698
3.258096538021482,2.513918346991839,0.6931471805599453,0.8320669534178308
