DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1481_Actual,S1481_Simulated
3.258096538021482,2.5129296442372437,0.0,0.502759145915681
3.258096538021482,2.1573947466355827,0.0,0.7532245318542321
3.258096538021482,2.0558677348419137,0.0,0.5460591071000659
3.258096538021482,3.3118291854992052,0.0,0.17508977899200784
3.258096538021482,2.9314375097364143,0.0,0.0
3.258096538021482,2.345518012507361,0.0,0.7642205988225972
3.258096538021482,2.829498809965628,0.15415067982725825,0.3795974345569725
3.258096538021482,3.095011258979109,0.2876820724517809,0.9288938254823295
3.258096538021482,2.8558670301368227,0.4054651081081644,0.0
3.258096538021482,2.345569066796246,0.5108256237659906,0.5712116872940373
3.258096538021482,3.0110317961608297,0.6061358035703155,0.5109964026009302
3.258096538021482,2.529508161830976,0.6931471805599453,0.5517470264532132
