S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S1905_Actual,S1905_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1151_Actual,S1151_Simulated
4.672828834461906,4.189295074572902,3.1354942159291497,3.411590488688553,0.0,0.08546578921313353,5.964863865310803,5.00170704510986,0.0,3.0021800730187986,6.875748482847051,6.007955147221165,2.302585092994046,2.133853788746623
4.709530201312334,4.254776268568253,3.1354942159291497,3.645102486214199,0.0,0.029108565950672557,6.003887067106539,6.556238670790766,0.0,1.4759099360375052,6.887552571664617,6.077077324197315,2.302585092994046,2.2577368677543417
4.727387818712341,4.708389940409126,3.1354942159291497,3.021457549299871,0.0,0.45885893906310254,6.021023349349527,3.8500144817778104,0.0,1.6245284081731355,6.893656354602635,5.463469625142239,2.302585092994046,2.1547812261168784
4.727387818712341,4.140992448402224,3.1354942159291497,3.986220672052,0.0,0.13815980588848584,6.0330862217988015,4.254604493583187,0.0,2.911566703388824,6.893656354602635,5.448340058113194,2.302585092994046,2.0725626099014387
4.74493212836325,4.06729301150693,3.1354942159291497,3.0632037250790836,0.0,0.3703812297988236,6.025865973825314,3.931328125084679,0.0,3.7059546146498494,6.904750769961838,7.4692420172319975,2.4849066497880004,1.3237043525227277
4.74493212836325,4.6981124077321645,3.1354942159291497,3.4605166768316606,0.4054651081081644,0.0,6.02707297457535,4.915635990914567,0.0,2.366820645833208,6.90625415285587,6.362204781409435,2.4849066497880004,3.354661807350434
4.74493212836325,4.133183323624968,3.1354942159291497,3.2146410595508503,0.6931471805599453,0.031116186886030447,6.028278520230698,4.542812593290051,0.0,1.0452344619835319,6.907755278982137,5.344165635081536,2.4849066497880004,1.8505934522924634
4.742029368705289,4.236129541065004,3.1354942159291497,3.9631694101709902,0.6931471805599453,0.43393614877712006,6.025060496536498,4.80003470849226,0.0,1.2678559858513645,6.914068641038729,6.9390217815869555,2.4849066497880004,2.51827229597844
4.73911815849783,4.309466297191644,3.1354942159291497,3.6023097894765432,0.6931471805599453,0.02508387999160843,6.021832083724378,5.797880871675923,0.0,4.871551777953719,6.920342394487609,4.697636590995247,2.4849066497880004,2.0348899026573926
4.736198448394496,4.366663650958748,3.1354942159291497,2.8087610310163376,0.6931471805599453,0.0,6.018593214496234,4.624268934050185,0.0,3.7239300168326688,6.926577033222725,6.239056791473853,2.4849066497880004,2.2485085306351293
4.736198448394496,4.58399617878341,3.1354942159291497,4.069936529600469,0.6931471805599453,0.012644196727402357,5.91350300563827,4.4034710436530204,0.0,5.01055229571155,6.892641641172089,5.234944552209703,2.4849066497880004,1.5817071263326534
4.762173934797756,3.401636072658826,3.258096538021482,4.622610079391166,0.6931471805599453,0.0,5.918893854273146,6.027185111473782,0.0,1.8439233115461546,6.90875477931522,6.8922937589098705,3.4657359027997265,1.9581441084233635
4.948759890378168,4.7885355892765205,3.258096538021482,3.606716062115124,1.0986122886681098,0.0,6.016157159698354,4.685813501350471,0.0,4.464089386576583,7.00397413672268,7.388462204848498,3.5263605246161616,1.4303648190816944
4.983606621708336,4.132472689926468,3.332204510175204,2.65083505614919,0.6931471805599453,0.0,5.720311776607412,4.6940010612021,0.0,1.9616547022954212,6.75110146893676,5.320371224003091,3.5553480614894135,1.0864495236961826
4.969813299576001,4.371359687203636,3.332204510175204,4.047230583605553,0.6931471805599453,0.0,5.713732805509369,4.993083756327867,0.0,2.412743558423926,6.760414691083428,4.524247199344855,3.5553480614894135,2.2587532931732266
4.976733742420574,4.242538927720185,3.332204510175204,2.7237786802039095,0.6931471805599453,0.5568333178063968,5.717027701406222,4.558956319440097,0.0,3.0244865940544523,6.716594773520978,5.867475472275473,3.6375861597263857,2.419181845824873
4.997212273764115,4.07689215905977,3.332204510175204,3.0117400686551146,0.6931471805599453,0.36695743061794794,5.71042701737487,2.2645529703001817,0.0,3.5997624073222703,6.7357800142423265,5.748244363767828,3.6375861597263857,1.4337188936739547
5.003946305945459,4.139583960833392,3.332204510175204,3.6733696118964794,0.6931471805599453,0.23281816193226232,5.697093486505405,4.826134355094487,0.0,3.3932082258799108,6.733401891837359,5.869706358285891,3.6375861597263857,2.6463446148891974
5.003946305945459,3.858079992674111,3.332204510175204,3.1798156186168733,0.6931471805599453,0.5505353978131132,5.69035945432406,4.951477673585509,0.0,2.378324895110608,6.7339969528486705,4.455357423924784,3.6375861597263857,1.0116651427874994
5.003946305945459,3.5471044618477183,3.332204510175204,3.7818012136344055,0.6931471805599453,0.496100305995432,5.683579767338681,6.223448160816513,0.0,1.1168971321438441,6.734591659972948,5.176150842364339,3.6375861597263857,1.7039753837933125
5.0106352940962555,4.378060720890751,3.332204510175204,3.091426635025445,0.6931471805599453,0.1876843506337526,5.700443573390687,3.942550088502541,0.0,3.0613932698269437,6.734591659972948,6.247258762803512,3.6375861597263857,1.7201351499717321
5.030437921392435,4.236307224867036,3.332204510175204,2.619163105894602,0.6931471805599453,0.1180289362609423,5.68697535633982,6.333840902168381,0.0,4.773250682301017,6.739336627357174,6.125359974887989,3.6375861597263857,1.491206970931603
5.030437921392435,3.9272834067681686,3.332204510175204,4.48121850484288,0.6931471805599453,0.03613932945927428,5.697093486505405,6.45193662761551,0.0,6.019484073758319,6.75343791859778,3.3688323278837333,3.6375861597263857,0.8407866223120091
5.087596335232384,4.020722266275122,3.332204510175204,4.7874308133071946,0.6931471805599453,0.0699623126166696,5.6937321388027,5.767646567866475,0.0,2.4338339626433294,6.759255270663693,5.686031568370458,3.713572066704308,2.7326965126272875
