,Actual_last_5_vals,Simulated_0,Simulated_1,Simulated_2,Simulated_3,Simulated_4,Simulated_5,Simulated_6,Simulated_7,Simulated_8,Simulated_9,Simulated_10,Simulated_11,Simulated_12,Simulated_13,Simulated_14,Simulated_15,Simulated_16,Simulated_17,Simulated_18,Simulated_19,Simulated_20,Simulated_21,Simulated_22,Simulated_23,Simulated_24,Simulated_25,Simulated_26,Simulated_27,Simulated_28,Simulated_29
155,39587.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,40272.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,40957.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,41642.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,42328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,,31669.903716823617,31669.903716823617,31669.903716823617,31669.903716823617,31669.903716823617,31669.903716823617,31669.903716823617,31669.903716823617,31669.903716823617,31669.903716823617,31669.903716823617,31669.903716823617,31669.903716823617,31669.903716823617,31669.903716823617,31669.903716823617,31669.903716823617,31669.903716823617,31669.903716823617,31669.903716823617,31669.903716823617,31669.903716823617,31669.903716823617,31669.903716823617,31669.903716823617,31669.903716823617,31669.903716823617,31669.903716823617,31669.903716823617,31669.903716823617
161,,32867.95451436833,25484.003841018093,25228.10236703652,29823.00863234762,45116.589979735014,30873.1694935187,13037.727539339308,22499.696463776818,30860.280221472764,32479.441568534217,33085.792679430546,32076.697666393928,28963.93670885161,34709.23090792274,52037.905082207406,12062.951558611025,40859.356156055335,21450.227385617556,20822.13293780238,34075.641479281505,25796.022866660896,26120.733418206182,36670.39991484211,49792.80030167449,29997.919146527827,35481.39227466146,36284.432534456006,35081.935543800544,39015.04014279445,40702.59807179257
162,,19898.00252976369,47632.99465200805,22398.957828249273,50211.62536189125,40940.40994940679,19234.625109786215,28878.45805028724,34949.859416513704,13938.887431796025,36251.70274464815,38114.64940478324,48018.392690525,36720.15386870764,30252.141127466457,33347.21015340579,32406.460081993904,44465.91805377198,50596.08277764323,39824.64830922017,22707.381581013153,32909.65084672956,45078.05371285272,30477.153673743927,27872.300104602906,38178.330066964954,44030.694679592576,38933.27266119498,36736.898210184154,42116.064392133725,25540.949986378993
163,,19056.341418877393,31981.750606914105,34297.286650961425,30265.643677453707,36364.88834996011,27596.48796922194,52662.321243196835,46024.43327197501,39917.0537181462,10568.585064811738,33500.38031899629,32634.26319742768,29946.02384130015,38370.96023582628,46860.07703884161,32995.08258274025,35443.721762936926,46683.92860229181,29923.128105861993,31619.83397450936,35984.32010596898,27796.410008458824,22696.833007602112,33509.15342287118,27707.734571351342,42108.34054638907,38375.852855808786,34705.901217368904,30693.676595204743,27167.48016426911
164,,29839.043932204797,32970.4308570531,53968.50914048628,22946.04747397235,35845.997703958434,26241.72799727467,42852.89444211971,29157.88971177052,35128.36154440795,44040.32837766492,32386.782264644557,50708.85510235779,33081.173628994016,27661.525816682137,39441.431841958394,33032.78354314792,37784.54571475496,22881.125983092083,37681.55698833544,39835.58172034804,23847.487681031766,24058.494656366704,51052.7673485428,45336.961082882815,35197.82335235151,20563.772913734858,42321.54337177671,40952.55646317294,27986.210674459566,22628.90261872514
165,,33511.126421779365,48624.40099276334,44051.05499516567,36212.48184830106,14274.021075078908,31475.55223969429,42674.51598676192,37700.35448049965,41936.70226313342,31682.091061227882,45082.18676418036,34696.69473987841,18416.22118179269,38902.08043568593,23466.935286355023,16284.036295080754,19516.994452386396,17320.290137522632,20646.082433080093,36411.402459795136,32040.59780588589,17377.5960567453,30090.979005885372,21186.09720814135,24852.045690813735,34024.386422150856,20007.154600653823,13714.878351240985,14473.719318835587,25686.72361825784
166,,20655.576440238023,22559.627650538252,40592.99135028289,18071.473305373445,33952.67501913749,24942.171455067808,39166.12464466645,28019.37660757665,24632.694736297115,33216.433724095084,45984.39121340395,28118.462350818067,43092.80577243964,50091.036197350506,29869.26812814695,29148.11427714667,31524.04601173628,27188.446882559023,39879.908650083446,31995.6661722707,31024.734960850463,47822.53512386273,24578.659814240054,30423.964713621906,47079.01162578221,25441.76664218519,42482.73887017317,22606.898772528446,40814.49446629046,46744.79715307626
167,,35735.425861759824,39228.5734097362,28507.610562135094,41816.776959742805,12416.741304805635,38937.77739030247,45195.487448286,43967.14308791648,43461.8904113584,39448.156077294625,12101.072807652476,43906.7895071581,32782.910489541726,31460.560733968894,39871.321387466196,34835.93656556828,27356.459615189997,38973.78912679067,34440.611093925196,16690.72045511251,31957.862305590083,36535.18849533321,29846.495128755818,39149.29999614097,29951.394595425536,40772.570494077474,17498.252964556596,15069.320395195353,13146.511982441178,31779.66041946323
168,,37108.05389800756,16080.725969389283,23997.051564446163,22852.026708614274,31125.45031641167,14841.088950511512,46059.160867777806,14695.001673476938,42988.87662299599,20769.6421545536,18517.25517893043,29409.228276845985,44676.972529303865,39051.79147860831,58817.80152912218,30289.541750776643,30535.770772377087,37712.224839271534,25983.6933462981,23655.975792026053,39118.62568192616,25982.84668801257,35326.12850394316,29050.146426355866,42193.90523173861,13695.52851820955,14024.877681930016,51210.95063798779,42329.68847627524,48066.97305013235
169,,26160.58351310974,33242.45755317795,30953.74273940204,29159.600857454512,42825.51558027117,27128.703725379277,44671.84408643616,42381.23310930711,31035.949874015678,41624.96669057429,23585.759993956646,46441.047034095776,3503.206190628649,30549.666303932812,43660.58470777847,39405.71837468141,26059.562915139482,37585.4200672134,23224.696927801706,18785.922684983183,36732.99867772203,15297.869331979577,28698.939368006653,31679.09189350462,15897.509351317924,26404.256410612288,22027.675763138974,27761.840307906627,29709.872740012077,18742.34468304121
170,,33669.44500149019,26871.48628989798,48003.340961416994,38893.34653470651,19679.44684784652,14302.541252201461,30477.91664605849,24579.659776563112,43443.09274421996,21272.352060645982,44430.21283984784,25802.56192352452,12072.74384179115,49371.14461861026,37207.53296913437,24532.474312510727,49596.25700289107,32678.994168697485,7874.985095160776,45430.66870857393,29034.3453112822,40991.263676251925,18965.11226672096,18083.968285485258,40030.10903379485,24155.541747809417,33973.97545420731,37191.83133066875,27285.512140223138,16696.21454387946
171,,23551.919716917502,23022.128691523467,45590.03730423024,22958.010810993786,24091.265646503514,32175.322314297067,25097.100737511784,35500.18838740893,47014.46982207551,40798.16182118866,20606.287917812995,32446.449925028322,14745.152669215415,12195.423520311067,31235.336432488333,43375.5325819119,24955.950768009472,26163.690962733992,27702.059876372186,41182.32219715328,32706.35012123311,28849.990973012937,28774.906956851184,51662.17032634221,20034.723989276008,23739.290962859053,39428.12447870993,26696.211086605577,39778.11971842557,31671.77055163048
