Index,Lower,Upper
294,8467.45,15430.65
295,8335.79,15483.94
296,8388.24,15559.54
297,8264.49,15836.32
298,7991.11,15685.39
299,8257.59,15915.15
300,7920.86,15982.9
301,7971.62,16219.18
302,7685.19,16353.93
303,7574.68,16415.48
304,7595.71,16638.79
305,7650.42,16720.94
306,7469.81,16788.82
307,7176.99,16579.99
308,7311.03,16853.77
309,7031.17,17022.46
310,6846.69,17062.08
311,6732.62,16932.37
312,6909.73,17117.06
313,6751.91,17184.58
314,6402.99,17223.13
315,6534.58,17470.76
316,6288.34,17557.04
317,6851.7,17775.14
318,6442.54,17881.68
319,6291.64,17767.63
320,6010.77,17956.72
321,6062.83,18064.56
322,5957.05,18532.59
323,5877.89,18102.98
324,5885.54,18169.77
325,5843.98,18307.67
326,5741.45,18466.78
327,5583.32,18450.57
328,5443.38,18757.11
329,5442.1,18732.09
330,5495.72,18465.34
331,5429.06,18832.03
332,5530.24,19005.06
333,5435.36,18943.22
334,5270.49,18986.34
335,5192.9,18896.97
336,5137.16,18972.76
337,4954.82,19134.81
338,4823.22,19241.12
339,4996.77,19069.42
340,4919.82,18856.68
341,4700.06,19207.57
342,4986.37,19424.95
343,4754.63,19195.55
344,4849.03,19374.04
345,4465.28,19418.02
346,4410.95,19336.15
347,4996.02,19395.81
348,4332.98,19195.78
349,4281.82,19755.75
350,4410.81,19592.68
351,4310.6,19739.94
352,4855.64,19848.63
353,4052.53,19620.71
354,4405.91,19990.43
355,4157.89,19937.37
356,4481.04,19754.85
357,4154.59,20093.75
358,3831.52,20135.11
359,3835.82,20054.75
360,4018.5,20305.52
361,3857.36,20705.98
362,4166.79,20615.63
363,3763.51,20201.08
364,3828.1,20133.07
365,3735.56,20234.38
366,3546.14,20440.86
367,3702.82,20504.17
