Index,Lower,Upper,Predicted,Actual
294,8452.32,15399.94,12017.57,12176.0
295,8311.09,15556.41,11950.08,12176.5
296,8343.98,15566.2,11943.26,12177.0
297,8123.25,15902.23,11910.48,12177.5
298,7930.1,15772.57,11971.77,12178.0
299,8029.94,15943.76,11982.57,12227.83
300,7985.79,16032.99,11956.65,12277.67
301,7851.54,16209.96,11725.92,12327.5
302,7721.21,16426.25,12157.47,12377.33
303,7661.82,16771.34,12257.54,12427.17
304,7448.69,16621.37,11942.03,12477.0
305,7443.49,16725.8,11931.03,12455.5
306,7285.18,16846.49,11954.3,12434.0
307,7096.23,16753.36,12054.27,12412.5
308,7148.96,17031.32,12125.18,12391.0
309,6697.39,17193.01,12121.95,12369.5
310,6817.4,17379.24,11974.55,12348.0
311,6774.87,17003.88,12034.68,12416.0
312,6879.09,17278.78,12053.84,12455.0
313,6685.34,17454.16,12291.34,13176.0
314,6212.26,17406.14,12080.4,13250.0
315,6160.99,17353.1,11933.46,13324.0
316,6252.71,18001.15,12120.27,13878.0
317,6714.88,18086.65,12055.18,13912.5
318,6245.18,18138.27,12210.97,13947.0
319,6239.33,18162.06,12236.06,13981.5
320,5802.5,18311.8,12125.0,14016.0
321,6065.71,18369.17,11990.57,14028.0
322,5950.44,18685.11,12272.48,14136.0
323,5836.96,18463.83,12101.8,14244.0
324,5811.61,18417.35,12153.28,14352.0
325,5600.19,18529.26,12139.03,14460.0
326,5631.19,18751.46,12123.26,14568.0
327,5636.35,18863.98,12127.75,14555.0
328,5578.18,19357.77,12203.95,14704.5
329,5507.63,19234.52,12491.78,14854.0
330,5295.81,18705.31,11989.35,14812.0
331,5433.41,19097.67,12096.09,14878.0
332,5357.71,19003.23,12124.95,15167.0
333,5165.47,19157.85,12137.99,15254.5
334,5034.93,19397.7,12300.31,15342.0
335,4970.42,19234.48,12249.31,15453.0
336,5070.65,19410.5,12172.43,15564.0
337,4774.01,19520.83,12172.96,15572.67
338,4700.79,19508.71,12132.21,15581.33
339,4729.92,19412.01,12166.14,15590.0
340,4795.85,19309.63,12083.11,15589.9
341,4072.6,19326.29,11921.35,15589.8
342,4524.49,19811.11,12202.54,15589.7
343,4465.57,19626.26,12210.1,15589.6
344,4727.48,19751.61,12080.02,15589.5
345,4274.23,19748.27,12189.52,15589.4
346,3978.47,19885.01,12085.75,15589.3
347,4709.85,19678.73,12103.28,15589.2
348,4160.55,19726.7,12149.09,15589.1
349,3966.58,20052.57,12310.6,15589.0
350,3707.15,19962.79,12204.75,15606.0
351,3919.11,20054.51,12192.37,15604.83
352,4252.31,20175.21,12268.94,15603.67
353,3801.07,19979.66,12203.3,15602.5
354,4451.49,20485.37,12458.11,15601.33
355,4010.33,20560.13,12434.05,15600.17
356,4139.03,20232.53,12281.91,15599.0
357,3830.67,20285.33,12300.52,15712.0
358,3699.41,20304.08,12531.44,15981.0
359,3554.71,20328.2,12099.26,16250.0
360,3530.9,20605.6,12264.75,16519.0
361,3304.91,20966.15,12260.16,16584.0
362,3220.8,20606.77,12252.53,16649.0
363,3535.93,20558.4,12334.76,16985.0
364,3542.6,20695.76,12088.05,17177.0
365,3438.71,20744.58,12300.96,17286.33
366,3093.33,20918.07,12200.08,17395.67
367,3035.39,20664.87,12015.17,17505.0
