Index,Lower,Upper,Predicted,Actual
76,171137.13,273577.85,222221.02,224789.0
77,156095.35,284861.85,222239.04,224625.0
78,147008.41,296610.14,222221.03,225800.0
79,138850.51,304267.27,222221.05,228974.0
80,132325.63,310088.16,222221.14,226110.0
81,124271.03,321234.73,222221.18,226522.0
82,112980.97,326141.2,222221.06,226395.0
83,107837.66,330837.54,222221.21,280866.0
84,98955.27,335272.17,222221.07,283013.0
85,97058.05,340291.03,222221.04,283282.0
86,86241.85,346158.67,222221.46,283313.0
87,86889.13,361463.96,222221.1,280072.0
88,80451.75,359610.6,222221.09,280966.0
89,80991.17,365921.67,222221.05,282517.0
90,72562.14,365527.71,222221.21,278217.0
91,68134.0,374260.61,222221.05,280192.0
92,62871.92,377811.09,222221.22,280438.0
93,57411.89,379819.97,222221.01,282044.0
94,52798.08,388731.16,222221.02,280482.0
