Index,Lower,Upper
109,54518.89,84752.41
110,51590.54,88459.75
111,47451.38,90294.16
112,44661.58,92847.65
113,41627.12,95188.95
114,39749.01,97482.53
115,37157.02,100829.59
116,35293.11,100766.51
117,34111.69,103014.76
118,33033.27,103705.66
119,31834.06,106919.62
120,29548.37,107863.63
121,29038.92,109902.85
122,28175.53,109863.72
123,26151.18,110806.05
124,24738.46,111146.29
125,23524.36,112711.45
126,22908.98,112849.16
127,22723.32,115517.57
128,23706.66,116692.1
129,20819.11,117029.97
130,18464.69,118069.65
131,17708.72,120638.35
132,17131.83,121108.34
133,16812.96,121638.72
134,15158.1,122225.96
135,16630.16,123633.07
