Index,Lower,Upper,Predicted,Actual
250,5015.86,5373.36,5188.45,5191.83
251,4972.83,5411.85,5191.33,5194.39
252,4935.86,5433.04,5183.88,5196.96
253,4907.18,5452.88,5182.5,5199.52
254,4877.96,5487.34,5175.11,5202.09
255,4860.24,5506.37,5179.35,5204.65
256,4844.31,5526.39,5187.37,5207.22
257,4826.38,5543.11,5189.1,5209.78
258,4794.84,5575.04,5190.74,5212.35
259,4780.23,5586.01,5184.81,5214.91
260,4764.76,5601.52,5189.69,5217.48
261,4730.7,5616.55,5186.01,5220.04
262,4707.1,5638.52,5185.71,5222.61
263,4687.63,5664.94,5182.26,5225.17
264,4671.13,5661.41,5184.29,5227.74
265,4665.02,5691.03,5182.62,5230.3
266,4664.38,5699.23,5178.45,5232.87
267,4633.66,5709.2,5179.5,5235.43
268,4608.24,5717.59,5176.49,5238.0
269,4613.37,5759.23,5166.73,5848.0
270,4580.77,5754.78,5169.71,5831.0
271,4604.35,5766.05,5168.94,5814.0
272,4596.66,5814.01,5156.24,5797.0
273,4573.16,5812.15,5150.02,5780.0
274,4555.42,5816.97,5154.69,5763.0
275,4549.49,5836.98,5145.92,5746.0
276,4544.22,5847.12,5152.77,5729.0
277,4521.35,5847.55,5160.1,5712.0
278,4511.89,5872.23,5162.9,5695.0
279,4517.44,5857.14,5155.54,5695.23
280,4519.65,5883.75,5163.45,5695.46
281,4501.0,5886.61,5175.21,5695.69
282,4497.5,5899.01,5166.71,5695.92
283,4485.84,5905.98,5173.92,5696.15
284,4490.15,5925.41,5168.66,5696.38
285,4471.07,5914.8,5164.58,5696.62
286,4466.3,5935.93,5181.07,5696.85
287,4429.52,5935.57,5177.39,5697.08
288,4408.63,5957.3,5175.91,5697.31
289,4422.51,5949.48,5175.01,5697.54
290,4414.4,5985.31,5171.24,5697.77
291,4407.15,6007.34,5172.86,5698.0
292,4396.85,6026.53,5170.46,5688.79
293,4362.8,6032.13,5169.15,5679.58
294,4371.16,6039.16,5172.36,5670.37
295,4362.14,6039.24,5162.92,5661.16
296,4365.23,6037.61,5153.54,5651.95
297,4332.28,6053.63,5162.98,5642.74
298,4333.93,6078.43,5149.07,5633.53
299,4317.03,6081.43,5159.19,5624.32
300,4304.15,6077.08,5164.87,5615.11
301,4286.12,6101.92,5158.75,5605.89
302,4278.87,6081.78,5158.71,5596.68
303,4252.8,6093.96,5166.37,5587.47
304,4236.44,6108.38,5171.9,5578.26
305,4255.89,6133.21,5175.54,5569.05
306,4254.54,6136.85,5181.3,5559.84
307,4241.63,6140.55,5173.51,5550.63
308,4261.21,6155.15,5186.2,5541.42
309,4229.77,6134.88,5194.0,5532.21
310,4236.62,6149.75,5190.56,5523.0
311,4198.19,6123.13,5189.42,5501.0
