Index,Lower,Upper,Predicted,Actual
338,27587.6,28682.4,28112.93,28124.0
339,27469.17,28786.98,28116.56,28124.0
340,27343.51,28868.09,28114.17,28124.0
341,27226.52,28941.86,28096.48,28124.0
342,27123.9,29082.18,28103.07,28124.0
343,27065.24,29103.25,28104.49,28124.0
344,26976.47,29205.64,28119.87,28124.0
345,26958.32,29318.46,28102.77,28124.0
346,26882.09,29331.95,28083.14,28124.0
347,26806.84,29371.48,28114.93,28124.0
348,26745.16,29523.86,28122.11,28124.0
349,26764.6,29528.25,28107.36,28124.0
350,26714.37,29595.15,28110.66,28124.0
351,26659.85,29666.6,28154.41,28124.0
352,26595.59,29741.17,28144.21,28124.0
353,26546.31,29745.03,28125.1,28124.0
354,26504.7,29753.7,28125.53,28124.0
355,26452.66,29844.6,28134.7,28124.0
356,26477.8,29823.08,28172.81,28124.0
357,26416.68,29889.58,28190.36,28124.0
358,26351.04,29846.73,28174.74,28161.23
359,26342.48,29942.44,28141.57,28198.47
360,26258.06,29932.97,28176.55,28235.7
361,26244.37,29989.67,28151.93,28272.94
362,26112.59,29939.94,28139.19,28310.17
363,26162.84,30035.77,28126.77,28347.41
364,26136.45,30012.9,28121.83,28384.64
365,26083.95,30095.09,28111.59,28421.88
366,26035.29,30160.82,28124.69,28459.11
367,26003.88,30296.49,28141.38,28496.34
368,25997.68,30381.25,28147.6,28533.58
369,25914.26,30353.55,28168.6,28570.81
370,25886.8,30370.15,28189.05,28608.05
371,25866.24,30421.03,28180.55,28645.28
372,25766.07,30399.55,28155.55,28682.52
373,25672.38,30463.05,28169.72,28719.75
374,25747.7,30552.82,28192.29,28756.98
375,25690.11,30561.18,28221.43,28794.22
376,25598.32,30613.5,28224.78,28831.45
377,25552.14,30604.52,28224.58,28868.69
378,25617.78,30661.59,28247.72,28905.92
379,25543.71,30734.55,28207.38,28943.16
380,25497.65,30749.82,28228.63,28980.39
381,25445.48,30735.06,28244.91,29017.62
382,25394.88,30819.48,28238.85,29054.86
383,25336.17,30821.95,28239.08,29092.09
384,25349.14,30817.06,28248.3,29129.33
385,25220.42,30924.13,28238.98,29166.56
386,25152.73,30912.72,28230.68,29203.8
387,25175.81,31006.37,28229.78,29241.03
388,25204.68,31003.03,28259.74,29278.27
389,25185.82,31057.21,28292.48,29315.5
390,25138.75,31117.15,28282.53,29352.73
391,25087.35,31117.44,28287.4,29389.97
392,25077.87,31187.12,28282.03,29427.2
393,25088.87,31222.23,28245.21,29464.44
394,25064.82,31226.66,28259.92,29501.67
395,24990.78,31192.12,28269.04,29538.91
396,25073.13,31253.38,28295.74,29576.14
397,25060.76,31242.15,28313.73,29613.38
398,24966.96,31261.9,28342.76,29650.61
399,24889.88,31278.79,28277.36,29687.84
400,24875.06,31422.62,28263.18,29725.08
401,24781.98,31487.6,28260.86,29762.31
402,24893.23,31458.09,28343.34,29799.55
403,24917.99,31519.82,28291.81,29836.78
404,24782.93,31558.41,28244.62,29874.02
405,24849.01,31659.53,28254.19,29911.25
406,24822.24,31765.77,28239.55,29948.48
407,24820.82,31702.4,28232.65,29985.72
408,24782.31,31674.49,28200.12,30022.95
409,24759.8,31718.08,28260.66,30060.19
410,24600.61,31832.43,28221.61,30097.42
411,24766.08,31833.84,28241.23,30134.66
412,24615.71,31969.38,28229.15,30171.89
413,24612.74,32036.83,28298.1,30209.12
414,24667.32,31925.12,28329.98,30246.36
415,24559.07,31950.73,28296.08,30283.59
416,24558.5,31920.8,28296.81,30320.83
417,24482.21,32007.05,28250.23,30358.06
418,24400.85,31937.98,28301.69,30395.3
419,24387.31,31832.58,28282.19,30432.53
420,24535.14,32013.0,28310.23,30469.77
421,24582.96,31991.95,28328.89,30507.0
