S1213_Actual,S1213_Simulated,S00122_Actual,S00122_Simulated,S1488_Actual,S1488_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated
0.1869835698997661,0.7399706292237076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09785579000375867,0.4008023151512786,0.0,0.0,0.0,0.0,0.09785579000375867,0.4491699626036771,0.0,0.06698009956454791
0.17135825199668528,0.8389899117397013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08934510033585,0.4682102029770263,0.0,0.0,0.0,0.0,0.08934510033585,0.44957112964386775,0.0,0.0
0.15548490284039515,0.20214558105887825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08076135664445859,0.5975439431374123,0.0,0.0,0.0,0.0,0.08076135664445859,1.0194533468595075,0.0,0.09386732080517582
0.13935552091051145,0.41703987587963487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07210329390134397,0.661737281554345,0.0,0.0,0.0,0.0,0.07210329390134397,0.3016314877372197,0.0,0.09889766410621298
0.1229617111348351,0.6217900728810161,0.0,6.623658856034962e-07,0.0,1.5138060227376326e-06,0.0,0.0,0.0,3.4906402119391634e-06,0.06336961393258933,0.423805115388481,0.0,0.0,0.0,0.0,0.06336961393258933,0.7225161544485127,0.0,0.0663600399584647
0.10629465864962341,0.20673812843131378,0.0,0.0,0.0,0.0,0.0,4.953943738003862e-07,0.0,0.0,0.0545589842504345,0.3128156370811522,0.0,0.0,0.0,0.0,0.0545589842504345,0.7303023609223375,0.0,0.008174986268566269
0.08934510033585008,0.9088978850566725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04567003683318844,0.6554456349564728,0.0,0.0,0.0,0.0,0.04567003683318844,0.6551174959829129,0.0,0.1237264381475627
0.07210329390134407,0.5901634700696978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036701366850428,0.6367377996521273,0.0,0.0,0.0,0.0,0.036701366850428,0.4809772468421795,0.0,0.03146858214485034
0.0545589842504346,0.6263048299484666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027651531330510157,0.35634879070044123,0.0,0.0,0.0,0.0,0.027651531330510157,0.2001642803849843,0.0,0.1736229676221111
0.0367013668504281,0.260531278956971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018519047767237597,0.6509839898739368,0.0,0.0,0.0,0.0,0.018519047767237597,0.4732669871765662,0.0,0.0
0.018519047767237697,0.0,0.0,6.354528209182833e-07,0.0,7.87839433624783e-08,0.0,0.0,0.0,0.0,0.009302392662313554,0.12407728413843994,0.0,0.0,0.0,0.0,0.009302392662313554,0.3208939343530916,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2299156983182453,0.0,5.487024914882876e-07,0.0,0.0,0.0,0.18148080492952862,0.0,0.26232832631642866
