RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1151_Actual,S1151_Simulated
3.1354942159291497,3.411590488688553,1.0986122886681098,1.5414280278559198,0.0,0.08546578921313353,5.964863865310803,5.00170704510986,0.0,3.0021800730187986,6.875748482847051,6.007955147221165,2.302585092994046,2.133853788746623
3.1354942159291497,3.2771565847278805,1.0986122886681098,2.91186618687124,0.0,0.45996449598705336,6.003887067106539,4.755793237850077,0.0,3.331665344511953,6.887552571664617,5.696395186702733,2.302585092994046,1.2614768615731178
3.1354942159291497,3.3678512515278696,1.0986122886681098,1.6430232351385976,0.0,0.11134797249795181,6.021023349349527,5.392824327425547,0.0,6.337875857659002,6.893656354602635,5.54832703891586,2.302585092994046,3.8444210498221865
3.1354942159291497,3.4165563454379106,1.0986122886681098,0.027785300998087736,0.0,0.01774137530154958,6.0330862217988015,3.618683146031565,0.0,4.502878837110776,6.893656354602635,3.943893936954609,2.302585092994046,2.0329672913526227
3.1354942159291497,2.864945747915704,1.0986122886681098,1.5600950856563824,0.0,0.5952329516116275,6.025865973825314,5.317703779197681,0.0,3.5200558047918653,6.904750769961838,4.784660789313592,2.4849066497880004,2.215352382285391
3.1354942159291497,3.7581647867370664,1.0986122886681098,1.2348329715495219,0.4054651081081644,0.08260786111457762,6.02707297457535,4.735126311990531,0.0,4.178169263086632,6.90625415285587,6.118872712457761,2.4849066497880004,2.5195839363653425
3.1354942159291497,3.3048146775688796,1.0986122886681098,0.0,0.6931471805599453,0.0,6.028278520230698,5.001337013750967,0.0,3.736897388504238,6.907755278982137,6.62121064658575,2.4849066497880004,2.6488803891860506
3.1354942159291497,3.703841434298384,1.0986122886681098,1.6029436526037766,0.6931471805599453,0.20219047065822945,6.025060496536498,5.16121074933348,0.0,2.408083683389035,6.914068641038729,6.899739540408286,2.4849066497880004,1.5488293458956672
3.1354942159291497,2.560300327934671,1.0986122886681098,2.22630258473573,0.6931471805599453,0.3684657686546415,6.021832083724378,3.5157245569772986,0.0,1.013628248393936,6.920342394487609,5.897203600970207,2.4849066497880004,2.765237005780378
3.1354942159291497,2.90279289943241,1.0986122886681098,1.0433172233719263,0.6931471805599453,0.0,6.018593214496234,3.4071626102502837,0.0,4.545694834182657,6.926577033222725,5.465909140487938,2.4849066497880004,2.7701573146435527
3.1354942159291497,5.145094856616247,1.0986122886681098,2.6437276572448196,0.6931471805599453,0.15956438273629223,5.91350300563827,5.052411813626549,0.0,2.7035063722221078,6.892641641172089,5.658212978665501,2.4849066497880004,1.1384343118793216
3.258096538021482,3.501408389439551,1.0986122886681098,1.9710175364436302,0.6931471805599453,0.0,5.918893854273146,6.737228776981353,0.0,2.25683052802162,6.90875477931522,6.328943392592067,3.4657359027997265,2.925937221196596
3.258096538021482,3.885666039043122,1.3862943611198906,0.4310056281189769,1.0986122886681098,0.14824323812402712,6.016157159698354,6.475507846709866,0.0,5.177436161845472,7.00397413672268,7.014306925106338,3.5263605246161616,1.2789341422270757
3.332204510175204,3.101150067919432,0.6931471805599453,1.1598313910714428,0.6931471805599453,0.5677533797202197,5.720311776607412,4.210022739271219,0.0,3.553750210592717,6.75110146893676,6.123617802512912,3.5553480614894135,1.736318839463031
3.332204510175204,3.680353994355364,0.6931471805599453,1.347008187159409,0.6931471805599453,0.2934665065261779,5.713732805509369,5.2306421795957245,0.0,1.7246999054331429,6.760414691083428,3.670165494898354,3.5553480614894135,2.809941862709881
3.332204510175204,3.627084767128406,0.6931471805599453,1.4782194340694863,0.6931471805599453,0.4698715615856558,5.717027701406222,4.395780026537194,0.0,4.506524870983434,6.716594773520978,7.267631080219955,3.6375861597263857,1.2334071655800116
3.332204510175204,3.2851941490613656,0.6931471805599453,1.2138021617979327,0.6931471805599453,0.1670380268209251,5.71042701737487,4.800217331232992,0.0,3.8303581267169236,6.7357800142423265,5.887154700611414,3.6375861597263857,0.5494071685565749
3.332204510175204,3.296866113832512,0.6931471805599453,0.5042679432374031,0.6931471805599453,0.4086661930844525,5.697093486505405,5.52159413060337,0.0,3.125831770486834,6.733401891837359,4.898921282144821,3.6375861597263857,1.3374457973711587
3.332204510175204,3.3176691605451794,0.6931471805599453,1.0741956386482647,0.6931471805599453,0.09442199047095602,5.69035945432406,7.435478159549396,0.0,1.4672229104310135,6.7339969528486705,6.905205476935926,3.6375861597263857,1.3997649410965556
3.332204510175204,3.3673638021835384,0.6931471805599453,2.97933192622385,0.6931471805599453,0.0,5.683579767338681,5.537875321365598,0.0,3.9028002064388065,6.734591659972948,7.4295550291103485,3.6375861597263857,2.528307516314139
3.332204510175204,5.180348986271209,0.6931471805599453,0.7646790922633462,0.6931471805599453,0.09170993019324232,5.700443573390687,5.558823937270562,0.0,4.692899486341963,6.734591659972948,5.8213510428802335,3.6375861597263857,2.1553387646517366
3.332204510175204,4.615971193657972,0.6931471805599453,0.9016096128680111,0.6931471805599453,0.16021799937530612,5.68697535633982,4.476006239504407,0.0,2.307458983122496,6.739336627357174,7.510598951995908,3.6375861597263857,3.09085603528636
3.332204510175204,3.415933665455698,0.6931471805599453,0.7642934531176585,0.6931471805599453,0.0,5.697093486505405,4.696012877394082,0.0,2.9949927124021687,6.75343791859778,5.4937517864541086,3.6375861597263857,2.5538773101494425
3.332204510175204,1.9677484042759248,0.6931471805599453,1.7076624544027519,0.6931471805599453,0.13782918927983476,5.6937321388027,5.726728057021931,0.0,6.721849892810129,6.759255270663693,7.38863202165947,3.713572066704308,2.553956920158656
