RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S1488_Actual,S1488_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,S00108_Actual,S00108_Simulated
4.454347296253507,5.112958552709485,3.044522437723423,3.1324916786314416,4.31748811353631,3.9462715619334965,1.3862943611198906,1.0310430254238616
4.454347296253507,4.767184034547194,3.044522437723423,3.2568446272547105,4.31748811353631,4.567551514672602,1.3862943611198906,0.0
4.454347296253507,4.551866942364583,3.044522437723423,2.889476748327781,4.330733340286331,3.3426292822606345,1.3862943611198906,2.0096475633170425
4.51085950651685,7.2863556418418085,3.091042453358316,2.992092005345033,4.709530201312334,5.173905066401858,1.3862943611198906,0.9605198823365185
4.672828834461906,5.651210701516345,3.1780538303479458,6.00041184997691,4.736198448394496,0.42967313771235593,1.3862943611198906,0.0
4.672828834461906,4.698717684711538,3.1780538303479458,2.1293475631060867,4.74493212836325,5.473936984549807,1.3862943611198906,1.4290624797950437
4.6913478822291435,3.9540025098617106,3.258096538021482,7.065945259461891,4.574710978503383,4.810838356634482,1.3862943611198906,0.0
4.955827057601261,6.658969387708758,3.258096538021482,1.5306999797460863,3.970291913552122,4.670201838586471,1.3862943611198906,0.7580038924122514
4.969813299576001,5.7244286294273525,3.258096538021482,4.865984081968999,4.143134726391533,4.960540539043077,1.3862943611198906,1.1936524376124795
4.969813299576001,5.407420189454946,3.258096538021482,3.6960976190973005,4.127134385045092,3.504774867644028,1.3862943611198906,1.6112265703276858
4.962844630259907,5.195383004940314,3.5553480614894135,1.3912625974905668,4.248495242049359,4.305177203421293,1.3862943611198906,1.2755681965074799
4.962844630259907,6.502354336763458,3.5553480614894135,3.20348741047858,4.23410650459726,3.7784281541971017,1.3862943611198906,0.0
