S1213_Actual,S1213_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
5.043425116919247,4.98696277983771,2.0794415416798357,2.192246286688818,2.3978952727983707,2.8281600480032405,2.1972245773362196,1.7358608600617236,0.0,0.9213926515514955,0.9985288301111271,1.5749249081075742,3.784189633918261,3.701565418118755,4.248495242049359,4.140461665288957,4.1588830833596715,2.5010016100841277,0.6931471805599453,0.4619605043402298,1.3862943611198906,1.5502472928698183,0.0,0.0,3.4339872044851463,3.496338106951025,2.4849066497880004,3.0944630585136337
5.043425116919247,5.546082708256817,2.0794415416798357,1.5414019861389696,2.3978952727983707,0.9923766852244835,2.1972245773362196,1.8849116452476227,0.0,1.0666113840601332,1.1451323043030026,1.585961163934621,3.784189633918261,4.555803202595337,4.248495242049359,4.4482311302111155,4.1588830833596715,1.9473903336334222,0.6931471805599453,0.0,1.3862943611198906,1.538615827007928,0.0,0.0,3.4339872044851463,3.928838967645103,2.4849066497880004,3.5329590325863967
5.043425116919247,4.066628276937427,2.0794415416798357,1.8719101638123488,2.3978952727983707,2.0829726381615075,2.1972245773362196,0.7263964765366278,0.0,2.313929614602968,1.2729656758128873,1.4658275687388014,3.784189633918261,3.2107289940005668,4.248495242049359,4.370762199674267,4.1588830833596715,3.978122445573149,0.6931471805599453,0.10926105548949622,1.3862943611198906,1.4477816884365446,0.0,0.0,3.4339872044851463,3.7929194980109044,2.4849066497880004,2.628933967420967
5.043425116919247,5.270263627252929,2.0794415416798357,2.4246067948553987,2.3978952727983707,4.537212039730285,2.1972245773362196,2.264240730549666,0.0,1.4600456828096575,1.3862943611198906,0.8249282054224929,3.784189633918261,2.5314037005937458,4.248495242049359,3.8300880153683132,4.1588830833596715,2.499483959880633,0.6931471805599453,0.3494616055208327,1.3862943611198906,1.6455213137016977,0.0,0.0,3.4339872044851463,3.302963111995827,2.4849066497880004,2.01067511603366
5.043425116919247,4.841735998997929,2.0794415416798357,1.2251975248126246,2.3978952727983707,2.654564943827383,2.1972245773362196,1.2070504332082148,0.0,1.8184704401182228,1.3470736479666094,0.31697992343746506,3.7876800388580296,3.909246776773231,4.248495242049359,4.2448222452355155,4.1588830833596715,1.7531077013940202,0.6931471805599453,0.6120533040028048,1.3862943611198906,1.3262610649668862,0.0,0.0,3.4339872044851463,3.560735638531912,2.4912964478867714,2.5279506718644766
5.043425116919247,4.3120778434905045,2.0794415416798357,2.5463533699993453,2.3978952727983707,3.8520156417700653,2.1972245773362196,2.245235169038989,0.0,1.2160558743360015,1.3062516534463542,2.366838828270722,3.7911583032343543,3.615254503487208,4.248495242049359,4.443595984027478,4.1588830833596715,2.630341563762779,0.6931471805599453,0.2885222531956601,1.3862943611198906,1.337569655102133,0.0,0.0,3.4339872044851463,3.6581071180430684,2.4976456755654297,3.5695897428569516
5.043425116919247,5.485544692225268,2.0794415416798357,2.6727436845573678,2.3978952727983707,1.7184224261462921,2.1972245773362196,1.349215897516041,0.0,1.5386660598711042,1.2636920390275583,3.5006024719881745,3.7946245112108405,3.0953299505958443,4.248495242049359,4.15912804332395,4.1588830833596715,2.6943337019057982,0.6931471805599453,0.0,1.3862943611198906,1.882761825990601,0.0,1.3094408535299965e-06,3.4339872044851463,3.5040887587807146,2.503954844758695,3.3763821214224876
5.043425116919247,5.499656031046447,2.0794415416798357,2.198135084167929,2.3978952727983707,2.559998285531714,2.1972245773362196,2.254533301088122,0.0,0.7021084550202275,1.2192402764567245,3.2567816824870777,3.7980787460789283,3.180064583287669,4.248495242049359,3.9668178817701953,4.1588830833596715,2.036975581933987,0.6931471805599453,1.162393566524944,1.3862943611198906,1.3738667266905265,0.0,0.0,3.4339872044851463,3.224802461915503,2.5102244577722903,3.5452019588375334
5.043425116919247,5.598709316323703,2.0794415416798357,2.1095359817439885,2.3978952727983707,2.745109204806217,2.1972245773362196,1.8847109633894674,0.0,1.0833032768621615,1.1727202608218317,3.0111931019763585,3.801521090269901,3.022157141993005,4.248495242049359,4.128577312310167,4.1588830833596715,2.57872391145495,0.6931471805599453,0.0,1.3862943611198906,1.6909452423272642,0.0,0.0,3.4339872044851463,3.2727224159751653,2.516455007522926,3.2107544749238577
5.043425116919247,5.241232256823851,2.0794415416798357,2.5844033656857692,2.3978952727983707,2.6160737115784487,2.1972245773362196,1.1315117936817438,0.0,0.8376380083714163,1.1239300966523995,0.0,3.8049516253666904,3.1640656302453127,4.248495242049359,4.3342887548419835,4.1588830833596715,2.906115280657759,0.6931471805599453,0.2528794095476533,1.3862943611198906,1.5028673712684408,0.0,0.0,3.4339872044851463,3.406822289460492,2.5226469777708473,2.853305063349284
