RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S1488_Actual,S1488_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,S00108_Actual,S00108_Simulated
4.454347296253507,5.112958552709485,3.044522437723423,3.1324916786314416,4.31748811353631,3.9462715619334965,1.3862943611198906,1.0310430254238616
4.454347296253507,8.111112552307127,3.044522437723423,0.7489548660397753,4.31748811353631,6.460289683125776,1.3862943611198906,0.7219323508581088
4.454347296253507,4.18590569691095,3.044522437723423,0.0,4.330733340286331,2.9454496480276604,1.3862943611198906,1.179325052229645
4.51085950651685,6.964283678983175,3.091042453358316,2.987308707971715,4.709530201312334,5.8714927596908595,1.3862943611198906,0.0
4.672828834461906,3.8147276888671686,3.1780538303479458,3.5849221186030515,4.736198448394496,3.5582126946180312,1.3862943611198906,2.201404006708174
4.672828834461906,3.894797307980417,3.1780538303479458,4.537330603212751,4.74493212836325,3.802306105951212,1.3862943611198906,0.8278783618733458
4.6913478822291435,3.3351647422521795,3.258096538021482,5.396715731062663,4.574710978503383,3.44297122970958,1.3862943611198906,1.3226596945335094
4.955827057601261,3.7195435904714262,3.258096538021482,2.4104140928581534,3.970291913552122,5.112657963618723,1.3862943611198906,2.5964409946744462
4.969813299576001,4.337689114074914,3.258096538021482,2.084969983600885,4.143134726391533,4.078500612197165,1.3862943611198906,2.4700729519260025
4.969813299576001,7.093436106069456,3.258096538021482,2.5993627981509326,4.127134385045092,3.667905917825818,1.3862943611198906,0.7830721681296662
4.962844630259907,5.090837604918398,3.5553480614894135,3.5021158374766514,4.248495242049359,2.29691042761828,1.3862943611198906,1.5254446500444068
4.962844630259907,5.4489602836290265,3.5553480614894135,4.227263590611133,4.23410650459726,5.194667759818392,1.3862943611198906,0.9210812443573789
