RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S1488_Actual,S1488_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,S00108_Actual,S00108_Simulated
4.454347296253507,5.112958552709485,3.044522437723423,3.1324916786314416,4.31748811353631,3.9462715619334965,1.3862943611198906,1.0310430254238616
4.454347296253507,4.877840283699145,3.044522437723423,4.05781821532425,4.31748811353631,5.364618797747716,1.3862943611198906,0.6265909375168766
4.454347296253507,2.949208391153989,3.044522437723423,3.042062314648891,4.330733340286331,2.696250511382101,1.3862943611198906,1.1842297836699023
4.51085950651685,4.651005678963722,3.091042453358316,4.876398639203581,4.709530201312334,3.4700663505958644,1.3862943611198906,2.0062186986082575
4.672828834461906,5.653157326621283,3.1780538303479458,3.8816260243901386,4.736198448394496,4.997723697897554,1.3862943611198906,0.017762043785998438
4.672828834461906,4.443934078897753,3.1780538303479458,4.032399001551649,4.74493212836325,3.8939428876080897,1.3862943611198906,3.6904338125008382
4.6913478822291435,5.09598819842352,3.258096538021482,3.1993704437704378,4.574710978503383,4.088185986768582,1.3862943611198906,1.5128099136301767
4.955827057601261,5.23899037154114,3.258096538021482,4.414439805581787,3.970291913552122,4.187201582954208,1.3862943611198906,0.7148733190933036
4.969813299576001,4.405033327640554,3.258096538021482,0.6922598935596782,4.143134726391533,4.231205485592989,1.3862943611198906,0.6085675108469736
4.969813299576001,6.7230718232429325,3.258096538021482,2.0235327697445507,4.127134385045092,4.707290327895237,1.3862943611198906,1.1134606504210518
4.962844630259907,3.434945666453321,3.5553480614894135,5.282079653637119,4.248495242049359,4.393031408575684,1.3862943611198906,1.094549612231526
4.962844630259907,5.628238078202199,3.5553480614894135,6.346396054742437,4.23410650459726,5.090163487774929,1.3862943611198906,1.9653982577708966
