S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,S1155_Actual,S1155_Simulated
5.840641657373398,5.905965091877481,5.726847747587197,5.406354149356674,5.823045895483019,5.623524564790877,6.327936783729195,6.198847681621536,1.9459101490553132,2.218394196647229,2.772588722239781,3.5535918260069694,4.248495242049359,3.9342304055250064
5.786897381366708,5.873728279923076,5.717027701406222,5.858905614488556,5.814130531825066,5.682357714178883,6.311734809152915,6.2371198886935275,1.9459101490553132,1.7007895449132824,2.833213344056216,4.302869220431486,4.248495242049359,4.084522652068001
5.783825182329737,5.480818683523659,5.720311776607412,5.04771097928317,5.811140992976701,5.614218252679629,6.302618975744905,6.833335051865587,1.9459101490553132,1.9319281000222444,2.9444389791664403,3.2035847033300433,4.248495242049359,3.858557212159045
5.7745515455444085,5.822432244346875,5.720311776607412,5.258351342303612,5.811140992976701,5.729234562864595,6.313548046277095,6.2099216693894865,1.9459101490553132,3.016364325893209,2.995732273553991,3.834861438589573,4.2626798770413155,3.9464842415575627
5.755742213586912,5.793730215492219,5.720311776607412,5.171717517022788,5.811140992976701,6.613027822886785,6.3080984415095305,5.7429926711362835,1.791759469228055,1.606274746749282,2.995732273553991,5.0711896162986285,4.23410650459726,4.0117569443539045
5.765191102784844,5.802560178863579,5.726847747587197,5.266270618987276,5.811140992976701,5.949859153521821,6.298949246855942,6.00754374747702,1.791759469228055,0.7834300218684003,3.091042453358316,5.015128621426649,4.23410650459726,4.191960821145059
5.765191102784844,5.017474040432609,5.733341276897746,5.379828711970022,5.811140992976701,5.683424908588355,6.298949246855942,6.304035935645039,1.791759469228055,2.3663548112666892,2.772588722239781,4.541139731979309,4.23410650459726,3.800203172052564
5.75890177387728,5.596636133820357,5.703782474656201,5.412024685536945,5.808142489980444,5.534786416192766,6.278521424165844,6.193104669375144,1.791759469228055,1.0450974859797375,2.302585092994046,4.487330361480079,4.23410650459726,3.9653177003717235
5.7745515455444085,6.500299504937284,5.717027701406222,4.7077060103108135,5.808142489980444,5.639804451717034,6.278521424165844,5.964002245482257,1.791759469228055,2.424902569488304,2.4849066497880004,3.6030760976489384,4.23410650459726,3.9493791213844536
5.765191102784844,6.84783323216602,5.71042701737487,4.841412804691477,5.808142489980444,5.635568320911065,6.2878585601617845,5.780611051560338,1.791759469228055,1.9625067353660004,2.302585092994046,4.272584350766446,4.23410650459726,4.14173710905863
5.777652323222656,6.228909680580401,5.707110264748875,4.9978236982874735,5.755742213586912,5.678041959981895,6.3080984415095305,6.313317881628877,1.791759469228055,2.358604462508966,2.3978952727983707,5.840183399830204,4.23410650459726,4.119384390656677
5.777652323222656,5.675161827370508,5.707110264748875,5.95079557058725,5.755742213586912,5.9387899225453085,6.3080984415095305,5.385538488831292,1.791759469228055,1.4449853782447337,2.302585092994046,3.020376678502791,4.23410650459726,4.050596577158768
