S1213_Actual,S1213_Simulated,RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,S1155_Actual,S1155_Simulated
5.583496308781699,5.905965091877481,5.147494476813453,5.406354149356674,5.1647859739235145,5.623524564790877,5.953243334287785,6.198847681621536,1.9459101490553132,2.218394196647229,2.5649493574615367,3.5535918260069694,3.8918202981106265,3.9342304055250064
5.575949103146316,6.308813893612353,5.159055299214529,5.532934359310237,5.170483995038151,5.414193404132352,5.948034989180646,6.473256533261873,1.9459101490553132,0.2125683444460731,2.4849066497880004,3.021124776500744,3.828641396489095,4.235041274891639
5.572154032177765,6.38672502479143,5.170483995038151,5.7345721652332,5.176149732573829,5.642846127943227,5.953243334287785,5.572119043947312,1.9459101490553132,3.5814298874493136,2.3978952727983707,3.696234926520264,3.828641396489095,4.1778060570332345
5.796057750765372,6.386954515064397,5.768320995793772,5.259993516311803,5.817111159963204,5.850394531828341,6.313548046277095,6.439023694795222,1.9459101490553132,1.6266505587972273,2.70805020110221,2.9467765857731556,4.1588830833596715,3.7281705983983784
5.796057750765372,6.077667065463401,5.720311776607412,5.1606570568518135,5.814130531825066,4.683354667296687,6.274762021241939,5.250381998317942,1.9459101490553132,1.7694615075383036,2.70805020110221,2.6625658137480817,4.1588830833596715,3.800006118255122
5.84354441703136,5.509203111470544,5.726847747587197,6.289497104889045,5.814130531825066,5.806420181788005,6.272877006546167,6.0678000246369805,1.9459101490553132,0.0,2.8903717578961645,3.2583786744627394,4.1588830833596715,4.058518678253032
5.8377304471659395,5.540758995119796,5.726847747587197,5.423531688954441,5.814130531825066,6.4639505897451075,6.269096283706261,6.982533942397438,1.9459101490553132,3.474404053147669,2.5649493574615367,2.3944742439618913,4.174387269895637,3.7145493144818382
5.834810737062605,5.821404338518258,5.739792912179234,4.776401393768056,5.817111159963204,5.5411210156697654,6.285998094508865,5.8367824292176245,1.9459101490553132,1.8488714119215837,2.302585092994046,3.8297910274100593,4.189654742026425,3.290756979006895
5.834810737062605,6.325619751488201,5.7430031878094825,5.705438108947221,5.817111159963204,5.6030915159701715,6.306275286948016,6.18056815330961,1.9459101490553132,1.3159528760439363,2.6390573296152584,3.4600772313002905,4.189654742026425,3.7515758684502405
5.8377304471659395,6.744928326460151,5.723585101952381,5.008253968971271,5.820082930352362,5.704759759472621,6.333279628139691,6.093310463557476,1.9459101490553132,3.0764145097534934,2.0794415416798357,3.529530931533188,4.248495242049359,4.115797084412386
