RedundantThrowsDeclarationCheck_Actual,RedundantThrowsDeclarationCheck_Simulated,S00117_Actual,S00117_Simulated,S00122_Actual,S00122_Simulated,S1488_Actual,S1488_Simulated,S1905_Actual,S1905_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S00108_Actual,S00108_Simulated,S1151_Actual,S1151_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
2.772588722239781,2.523224370174143,2.0794415416798357,2.192246286688818,2.3978952727983707,2.8281600480032405,2.1972245773362196,1.7358608600617236,0.0,0.9213926515514955,0.9985288301111271,1.5749249081075742,3.784189633918261,3.701565418118755,4.248495242049359,4.140461665288957,4.1588830833596715,2.5010016100841277,0.6931471805599453,0.4619605043402298,1.3862943611198906,1.5502472928698183,0.0,0.0,3.4339872044851463,3.496338106951025,2.4849066497880004,3.0944630585136337
2.772588722239781,2.3371462217215346,2.0794415416798357,2.0148407954140457,2.3978952727983707,2.461312650294457,2.1972245773362196,1.0200074306694664,0.0,0.02133269297926421,1.1451323043030026,2.40415971882525,3.784189633918261,3.2611949496894743,4.248495242049359,4.303380154957055,4.1588830833596715,3.2411080877663503,0.6931471805599453,0.5445493555980793,1.3862943611198906,1.3506830169554491,0.0,0.0,3.4339872044851463,3.2430463069639686,2.4849066497880004,3.1179998314726927
2.772588722239781,2.6231266969400377,2.0794415416798357,2.1592334650563396,2.3978952727983707,4.154388647440633,2.1972245773362196,0.31056635573482416,0.0,1.3443226711311662,1.2729656758128873,2.930779085750154,3.784189633918261,4.21031175305257,4.248495242049359,4.109512633395249,4.1588830833596715,2.815198256638319,0.6931471805599453,1.3445163837407774,1.3862943611198906,1.940321460890911,0.0,0.0,3.4339872044851463,3.4449201960841944,2.4849066497880004,3.296678077455813
2.772588722239781,2.7316799273261307,2.0794415416798357,1.6370196489639173,2.3978952727983707,2.133782457558732,2.1972245773362196,3.6160365478474876,0.0,0.03865057440486486,1.3862943611198906,1.2200520700041855,3.784189633918261,3.1447674687771334,4.248495242049359,4.348848100809533,4.1588830833596715,2.5083504338852185,0.6931471805599453,0.31761279205645365,1.3862943611198906,1.1871325989251438,0.0,0.0,3.4339872044851463,3.53339013126372,2.4849066497880004,2.5794172064855587
2.772588722239781,3.0034373119253397,2.0794415416798357,2.2195966054848273,2.3978952727983707,2.8309246484166604,2.1972245773362196,2.902947641888732,0.0,1.369231841521936,1.3470736479666094,0.0,3.7876800388580296,3.9007813952988766,4.248495242049359,3.892348919860547,4.1588830833596715,1.6356778438611999,0.6931471805599453,0.2993263487617255,1.3862943611198906,1.033050000050387,0.0,0.0,3.4339872044851463,4.022380763980643,2.4912964478867714,2.5094686752627795
2.772588722239781,1.9582229863893021,2.0794415416798357,1.7416902505529908,2.3978952727983707,2.3766535658690207,2.1972245773362196,1.256025787995731,0.0,0.9659077120866495,1.3062516534463542,1.8183993986249218,3.7911583032343543,3.376193724714272,4.248495242049359,3.8337376262813265,4.1588830833596715,1.9413497772547887,0.6931471805599453,0.5214741304862877,1.3862943611198906,1.3200422055001848,0.0,0.0,3.4339872044851463,3.1111828855787342,2.4976456755654297,2.070561330287995
2.772588722239781,1.4236296994605877,2.0794415416798357,1.4222088057563593,2.3978952727983707,4.816902990164263,2.1972245773362196,1.0075173310935694,0.0,0.6446677560601735,1.2636920390275583,2.741565473150186,3.7946245112108405,4.160082644382226,4.248495242049359,3.8650542769571463,4.1588830833596715,2.8302483813174497,0.6931471805599453,0.15376317083336405,1.3862943611198906,0.9165511096056524,0.0,0.0,3.4339872044851463,3.6713787854556568,2.503954844758695,3.1362917736504916
2.772588722239781,1.1587481150301315,2.0794415416798357,2.0751116984397378,2.3978952727983707,4.739332651842123,2.1972245773362196,2.708014424955739,0.0,1.265841047914154,1.2192402764567245,3.0115645016264097,3.7980787460789283,3.9106117182679827,4.248495242049359,3.984309061583774,4.1588830833596715,2.8062037269039135,0.6931471805599453,0.0,1.3862943611198906,1.375819583347517,0.0,0.0,3.4339872044851463,3.5578692966781222,2.5102244577722903,2.699146753951645
2.772588722239781,3.319188902400682,2.0794415416798357,1.472456028694326,2.3978952727983707,1.5546636681462944,2.1972245773362196,1.4218782854391216,0.0,0.20303287183590046,1.1727202608218317,0.0,3.801521090269901,3.2652284535312766,4.248495242049359,4.391777317425513,4.1588830833596715,2.2324173196287607,0.6931471805599453,0.585736173330338,1.3862943611198906,2.2378488108742416,0.0,0.0,3.4339872044851463,3.7740825184042452,2.516455007522926,2.549832541459412
2.772588722239781,2.428080847428182,2.0794415416798357,2.186999427758494,2.3978952727983707,1.4483131589868585,2.1972245773362196,1.442966142837876,0.0,1.3533537016161876,1.1239300966523995,2.5627591812475954,3.8049516253666904,3.3039879890725414,4.248495242049359,4.312495637303791,4.1588830833596715,2.4396243546570244,0.6931471805599453,0.7052208717311106,1.3862943611198906,1.3725205204055761,0.0,2.0607766748140348e-06,3.4339872044851463,3.095145722327194,2.5226469777708473,2.5016405407062416
