S1905_Actual,S1905_Simulated,S1226_Actual,S1226_Simulated,S00112_Actual,S00112_Simulated,S00108_Actual,S00108_Simulated
0.0,0.9071098113340569,4.248495242049359,4.134769788868201,4.1588830833596715,2.499131140053135,1.3862943611198906,1.5415685703871407
0.0,1.2226545024506728,4.248495242049359,3.8524989587465157,4.1588830833596715,2.35658973772867,1.3862943611198906,1.2082466450378893
0.0,0.0,4.248495242049359,4.236853540968841,4.1588830833596715,2.4746497408974752,1.3862943611198906,0.7954990002959423
0.0,0.2294090640918901,4.248495242049359,4.009353825443101,4.1588830833596715,0.7994539347153802,1.3862943611198906,1.6136816415200173
0.0,2.0690527790487097,4.248495242049359,4.304247505991628,4.1588830833596715,3.046336436836833,1.3862943611198906,1.4177870338968876
0.0,1.2363480324321947,4.248495242049359,4.388336475844887,4.1588830833596715,1.6776234938807533,1.3862943611198906,1.015504022234401
0.0,1.6202084892726856,4.248495242049359,4.070314301439173,4.1588830833596715,2.0227030170926272,1.3862943611198906,1.2100035926714536
0.0,1.0047148058276245,4.248495242049359,3.998908705502323,4.1588830833596715,3.653037947340257,1.3862943611198906,1.1801767426596452
0.0,0.5608876486826984,4.248495242049359,4.059406149349217,4.1588830833596715,4.332183017316661,1.3862943611198906,1.5108272728601895
0.0,0.363586471303486,4.248495242049359,4.217477273854674,4.1588830833596715,2.948329268878003,1.3862943611198906,1.146786274733559
0.0,1.445569173936673,4.248495242049359,4.505599760814129,4.1588830833596715,2.133691348368178,1.3862943611198906,1.709641543136267
0.0,1.084869682742368,4.248495242049359,4.001016171434445,4.1588830833596715,1.8475979928226427,1.3862943611198906,1.2561861065491287
