S1488_Actual,S1488_Simulated,UselessImportCheck_Actual,UselessImportCheck_Simulated,DuplicatedBlocks_Actual,DuplicatedBlocks_Simulated,S00112_Actual,S00112_Simulated,S1155_Actual,S1155_Simulated,S1132_Actual,S1132_Simulated,S1481_Actual,S1481_Simulated
1.0986122886681098,1.0077415013145123,0.6931471805599453,0.9610498910441571,1.992430164690206,2.3875430850499346,3.3202283191284883,1.6889869029199953,0.0,0.0,0.0,0.18393647179709674,0.5108256237659906,1.0812651235231558
1.0986122886681098,1.1099579049216064,0.6931471805599453,0.5051432005527807,1.9694406464655074,2.7647143484457097,3.3262343431887,0.43373595884247784,0.0,0.0,0.0,0.14417814392477568,0.6061358035703155,1.4097939360864984
1.0986122886681098,1.0742456984060018,0.6931471805599453,0.6820916195058534,1.9459101490553132,1.7504034907895587,3.332204510175204,2.2309426091617164,0.0,0.0,0.0,0.4333161590783832,0.6931471805599453,2.0736132905475433
1.0986122886681098,0.6645498387234865,0.6931471805599453,1.170746406300751,1.9299098077088723,2.7540425540829587,3.332204510175204,2.677932305924826,0.0,0.0,0.0,0.12008713490669903,0.6359887667199967,1.6010288921369324
1.0986122886681098,0.7149557217564763,0.6931471805599453,0.9951405626795415,1.9136492868370918,1.097983096259945,3.332204510175204,1.0477740323311235,0.0,3.780419220828754e-06,0.0,0.0,0.5753641449035619,1.0361997268128382
1.0986122886681098,0.7925679111544032,0.6931471805599453,0.6421050145922831,1.8971199848858813,1.7599168704613666,3.332204510175204,0.41798506268166813,0.0,0.0,0.0,0.48869267424131035,0.5108256237659907,1.223698411302192
1.0986122886681098,0.9296217311052789,0.6931471805599453,1.3988141803518233,1.8803128665695001,3.0542583383927093,3.332204510175204,2.4554036329946625,0.0,0.0,0.0,0.237607340509634,0.44183275227903923,0.8903802143674169
1.0986122886681098,1.2034055389987477,0.6931471805599453,2.121185913822871,1.8632184332102,2.4089526449360164,3.332204510175204,1.7418687981274732,0.0,0.0,0.0,0.5288509109525518,0.36772478012531734,0.6138522831696767
1.0986122886681098,1.0978893668644645,0.6931471805599453,0.2957987385257841,1.8458266904983307,3.3435865183001754,3.332204510175204,1.9407834577164411,0.0,2.638718281818402e-07,0.0,0.16705143420061055,0.2876820724517809,1.5553995451923082
1.0986122886681098,1.1989321463420826,0.6931471805599453,0.9231748820342488,1.8281271133989299,3.7638154223749054,3.332204510175204,1.7601151073954577,0.0,0.0,0.0,0.04637673542050241,0.20067069546215122,1.8768272307196225
1.0986122886681098,1.057502217288683,0.6931471805599453,1.7100819927954638,1.8101086078962514,2.2584912563171256,3.332204510175204,0.7250648413054127,0.0,0.0,0.0,0.8342777673969876,0.1053605156578263,0.7859555711688289
1.0986122886681098,1.039978148309571,0.6931471805599453,0.48512574767554506,1.791759469228055,2.532860361086464,3.332204510175204,1.404074217583533,0.0,2.3457926725725614e-06,0.0,0.24979258746585248,0.0,1.600752424333403
